@relation whatever
@attribute L {True, False}
@attribute absPolarity real
@attribute sentiment_polarity real
@attribute sentiment_subjectivity real
@attribute dont {True, False}
@attribute im {True, False}
@attribute still {True, False}
@attribute even {True, False}
@attribute day {True, False}
@attribute call {True, False}
@attribute way {True, False}
@attribute say {True, False}
@attribute didnt {True, False}
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@data
True,0.13,0.13,0.22,False,False,False,False,True,False,False,False,False,0.08289647494171355,-0.2547266028701403,0.025947862500824648,0.029577159331659664,0.5170810546042106,-0.20771749601899386,-0.15629665494977768,-0.29622517934972337,0.06322227374679384,6.22554357819622e-17,6.57631326087689e-17,-6.402138558525795e-17,2.7489925252004925e-17,1.3292922685998326e-16,2.6749904072623768e-17,7.452599432604944e-18
True,0.02,0.02,0.93,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,0.22,0.22,0.47,False,False,False,False,False,True,False,True,False,0.10727218408040273,-0.18249349240100343,-0.6044741006966864,-0.4660558611267979,-0.25575438410417084,-0.03255616687126472,0.27843043171405907,-0.4773804075145599,0.026571260359626515,3.372636116238856e-16,2.8704174607319044e-16,-4.3767946253376e-17,4.884708908812052e-16,5.786412846431934e-17,1.1287965668488727e-16,-1.6942665035930305e-16
True,0.07,0.07,0.73,True,True,False,False,False,False,False,False,False,0.8701594672839621,-0.35234997532849605,0.16694842133159016,0.09430075463740803,-0.1509662010411135,0.15791184288025778,0.09479586374646876,0.1542536345708767,0.03741931495118927,-6.553940948182976e-17,-6.690981631609897e-17,4.5896489381752176e-17,-8.432272686734394e-17,-6.750725341829559e-17,-4.249456170602467e-17,7.554050695436883e-17
True,0.29,-0.29,0.54,False,False,False,False,False,False,True,False,False,0.031004077798991284,-0.03759382237534788,-0.06071594257723798,0.07740424017749137,0.0606809570752995,-0.09215483314555165,0.09889885526762356,0.016123026401420354,-0.682445589202026,8.644553635528883e-17,1.295410016753155e-16,-1.513721703819012e-16,4.921728635039665e-16,-4.981458976844433e-17,2.893804974879829e-16,-4.3438742834874044e-16
True,0.29,0.29,0.42,False,False,False,False,False,False,False,False,True,0.04418566402927121,0.10490192625254496,-0.2977018475956114,0.3465515102501274,0.16127582227215048,-0.19509965411507996,0.395682515918113,0.17527770240296092,0.16418946798130218,-1.4905982572780438e-16,-2.0919129321667983e-16,1.2790774782171905e-16,-3.0885993992683543e-16,-2.0186519927421248e-16,-2.102833011312229e-17,3.359438681409799e-16
True,0.33,0.33,0.5,False,True,False,False,False,False,False,True,False,0.6923383274224338,0.19930022013005536,0.04201911578548134,-0.17212264317482295,-0.23130621853853464,-0.06230924467796687,0.3395807900122231,-0.5257162911616963,0.02185204356735158,3.5703443192738707e-16,3.136834875724e-16,-8.574899191417398e-17,5.614927615204055e-16,1.0439603807916285e-16,1.440852384249946e-16,-1.8494701275240314e-16
True,0.33,0.33,0.5,False,False,True,False,False,False,False,False,False,0.10756261279540413,0.21471624377158896,-0.28918998017303343,0.20140718359151982,0.15198859524198133,0.4809953743167471,-0.2124707557160178,-0.12894136910426637,-0.04364331398670179,6.115069291790438e-17,8.4127035030636e-17,-2.564873930920321e-17,7.084777246459934e-17,9.24489542347074e-17,-9.614168148429895e-17,-8.981896541322791e-17
True,0.03,-0.03,0.65,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,0.12,0.12,0.29,True,False,True,True,True,False,False,False,False,0.4891138233225562,-0.5753937242248954,-0.4027182468679708,0.7394807224169284,0.19773436608447947,0.16083879973009357,-0.6994765839745836,-0.40374400791598825,0.05857721642806989,1.597077732160398e-16,2.4474103926330693e-16,-1.8928744424020776e-16,1.0175144488393026e-16,3.434993524068281e-16,-1.8546725913489814e-16,-1.5652623932757254e-16
