@relation whatever
@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@attribute 17 real
@attribute 18 real
@attribute 19 real
@attribute 20 real
@attribute 21 real
@attribute L {True, False}
@data
0.4652730077288198,0.33083790465098284,-0.29550760399857384,0.09304488895122447,-0.07683038086660297,0.07145137706471738,-0.05511557077796512,0.06551701065803404,-0.069430507892195,0.06883659243131869,0.07039533600563047,-0.06863684470122265,0.08192398174854318,0.017452741414124832,-0.0001256186828026036,-0.045087610092431195,-0.014738822642214005,0.018633519195814633,-0.05895337447976839,0.11863132043587012,-0.02422197019844371,0.027826649713191678,False
0.7903764104246965,-1.2108581869448565,-0.46084082731546566,-0.0380262677043504,0.4127930858423189,-0.8781025256160545,-0.11889219266999766,0.33443587552940707,-0.10747107391771407,-0.10826550072310388,-0.12036471046768236,0.023029788429241783,0.2483316669597582,0.2129124614454656,-0.1637490565513675,-0.14881890540808457,-0.027928326593006862,-0.10072416518759116,-0.01604325982595485,-0.008740490823754025,-0.0264769834015677,-0.012877046015288784,True
0.14296263487761032,-1.196045211966617,0.11177360474539999,0.013268399421973656,-0.4211192278428842,0.049288441315981146,-0.3094936226837715,-0.16025581005553688,-0.18288968097164623,0.18210588490992063,0.2537257140379648,-0.028207859686620165,0.12729396625700926,0.1258441174534704,-0.07429952932598625,0.07654569829474653,-0.073537891968703,0.04410890158258436,-0.06993368940740809,-0.0016411182534055851,-0.0720659925823427,0.0702607563405064,True
-0.43204465759884825,0.1260159855076562,0.25675568810617183,-1.034742385453369,0.8035908618406912,0.33026618752082987,-0.5494328756499208,-0.5469015270662048,0.1358940885885148,0.7150146299198746,0.35591028772927163,-0.26876130170665824,-0.6201979380088276,-0.1689910089812449,-0.7172985605224301,-0.10334103562007427,0.4943418789432115,-0.12270482186356656,-0.7226603801485535,-0.47054369151498154,0.19100502122853955,-0.0692798313618392,True
0.4219343412143776,0.29804949835793215,-0.26191148754993493,0.12117219094505909,-0.050145750062085354,0.1953653719226505,-0.10208821313906087,0.22083013915267335,-0.0990288824006134,0.11444408468073794,-0.20025391493501815,0.6674452644041426,-0.04153411038024697,-0.2625702186956189,0.16013196834410406,-0.2478448198150901,0.059188388560093966,0.25318989587424656,-0.3027995187923599,-0.18697521518137686,0.23660623228831623,-0.331848999929766,False
-0.8500358215827578,-0.03312059057786616,0.03983383183903813,-0.04931298852054839,0.4894768956189926,0.574751861191666,-0.08130522271278905,-0.5068803182959116,-0.46165561580555425,-0.5657517450651041,-0.3446519649980455,-0.12531511912451526,0.2516778632185501,-0.13240758556070445,-0.33007844676910936,-0.019532807440565837,0.1588032423143435,-0.11734244408849508,0.059516803146201586,0.13630111430809277,0.01863979465998096,0.06732560998216676,True
0.4900875273028135,0.3690996111931394,-0.364261019167534,0.1130777503949671,-0.1232469904179246,0.11140867810675599,-0.18564149860145643,0.06836430753692312,-0.1563533789411318,0.07489128246203004,0.09736486647708523,-0.1589985159350757,0.06130512732758228,-0.11066245007151115,0.0747421864059442,-0.06948049221439423,-0.04102706292218565,-0.2543645605937965,0.5010528617177005,-0.5645673350080795,-0.05400997795795983,-0.0011994388654853112,False
0.47167259151629753,0.12699792162419396,-0.5187836240187981,-0.02941349018133209,0.5084401573264589,-0.9555955340388927,-0.3434938031534905,0.3621959252556337,-0.1350713204694731,-0.22268066252344534,-0.18679288349511672,0.036856215753528404,0.2370423907415186,0.19756089086071602,-0.1441112482255592,-0.1705364313833065,0.02725746906875586,-0.07487749033359754,-0.03251603792156223,0.07592760706128968,-0.04476683578215362,-0.02517790251904237,False
0.5730021816154833,0.46218828628516695,0.545620679460507,0.14237466930684947,-0.06744483492560614,-0.15936039086296705,0.31326045296251376,0.13256290310475669,0.02437710573113562,0.03536250601607414,-0.21242827897893793,-0.22705850530229849,0.0982047286007041,-0.0801749434888317,-0.24524224070474848,-0.057466190686170183,0.29660869241269755,0.09288121007721344,-0.29185242483819646,-0.3405299934356436,0.2818669926761795,0.05265269050138002,False
-0.5641529914968559,-1.4331915829915278,0.11084918017173878,-0.03993733110740461,0.38708957031409114,0.690653130359256,0.016180092913733533,-0.5383047093062936,-0.5354959859595696,-0.42916268748640907,-0.25805156237869803,-0.05988038308365528,0.23632149271474395,-0.11178059263808937,-0.16269446383922548,0.12991938904468517,0.08246274205581418,-0.27737678300952134,0.31414553942794254,0.3877315858699564,0.7310422919992506,-0.021393917146702874,True
0.4585122676624986,0.30859406906590214,-0.32974497169339917,0.38456185940325216,0.20414885990019643,0.08881980755114864,0.09931468565857926,-0.9731692947118676,0.1259010640028635,-0.4409198584252003,-0.17519187978519962,0.3125678681165627,-0.043545971893698646,0.22471089319263537,0.2664823522513903,-0.03068938799252502,-0.04959987496787805,-0.13370848016866005,-0.023144881200885318,0.06626050566732201,-0.05062861440886089,0.036037794282111305,False
0.38783833580888877,0.2966840103785402,-0.16441784231076634,-0.2770833921749355,0.4530287607406007,0.5815114900765722,-0.23948621506879716,0.2248555935478822,-0.4328402449373575,-0.13397978253134418,0.06810403394632611,-0.21505123964081296,0.16145045472080694,-0.04218344941754751,0.21205384966090046,0.04072112206904313,0.17026432622783766,-0.34671175118855413,0.44214292660103544,-0.5973275147885596,-0.19338007146762914,-0.07707056800367829,False
