@relation whatever
@attribute sentiment_polarity real
@attribute sentiment_subjectivity real
@attribute absPolarity real
@attribute and {True, False}
@attribute a {True, False}
@attribute get {True, False}
@attribute i {True, False}
@attribute my {True, False}
@attribute drunk {True, False}
@attribute to {True, False}
@attribute the {True, False}
@attribute was {True, False}
@attribute you {True, False}
@attribute getdrunk {True, False}
@attribute imdrunk {True, False}
@attribute stilldrunk {True, False}
@attribute gotdrunk {True, False}
@attribute yourdrunk {True, False}
@attribute 1 real
@attribute 2 real
@attribute L {True, False}
@data
-0.16,0.42,0.1625,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,-24434.609930407532,71831.06587042566,True
-0.5,1.0,0.5,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.25,0.75,0.25,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.25,0.55,0.25,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-90016.10767631565,125041.72696679158,False
0.1,0.93,0.1,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,-24386.73268964648,71818.41242536435,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-19097.058639128914,74056.05915078774,False
-0.5,1.0,0.5,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.41,0.84,0.40625,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,0.0,0.0,False
0.15,1.0,0.15,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,0.0,0.0,False
0.23,0.27,0.225,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,False
0.21,0.73,0.208333333,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,False
-0.2,0.87,0.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.11,0.77,0.107142857,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,0.0,0.0,False
0.1,0.8,0.1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.17,0.78,0.17,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,-29501.643986926832,69160.95062020504,False
-0.5,1.0,0.5,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
0.23,0.5,0.233333333,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,-100420.69302411357,120146.61843620887,False
0.05,0.95,0.05,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,-19097.058639128914,74056.05915078774,False
-0.17,0.67,0.166666667,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,-99502.0212780956,120379.08961515818,True
-0.5,1.0,0.5,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,0.0,0.0,True
-0.16,0.49,0.15833333300000002,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.25,0.75,0.25,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,0.0,0.0,False
-0.15,0.55,0.15,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,-70919.04903718673,50985.667816003835,True
-0.2,0.8,0.2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.18,0.77,0.182142857,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
0.25,0.25,0.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
0.0,1.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.6,0.83,0.6,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.19,0.62,0.18888888899999998,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,True
-0.31,0.65,0.3125,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,0.0,0.0,False
-0.02,0.72,0.01875,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,-48821.34262005401,143649.47829579003,False
-0.13,0.83,0.133333333,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.25,0.53,0.25,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-48821.34262005401,143649.47829579003,False
-0.08,0.82,0.075,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,-28582.972240908875,69393.42179915436,True
-0.5,1.0,0.5,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,-19097.058639128914,74056.05915078774,False
-0.13,1.0,0.133333333,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,True
0.11,0.53,0.11333333300000001,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,False
0.0,0.75,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,False
-0.25,0.5,0.25,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0,0.0,False
-0.1,0.7,0.1,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,0.0,0.0,True
0.02,0.68,0.02,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,-70919.04903718673,50985.667816003835,True
-0.55,1.0,0.55,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.2,0.64,0.197916667,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,0.0,0.0,False
0.1,0.8,0.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,0.0,0.0,False
0.0,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,False
0.01,0.73,0.012,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,0.0,0.0,False
-0.15,0.55,0.15,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.28,0.52,0.28,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,0.0,0.0,True
-0.4,0.6,0.4,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.35,0.65,0.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.17,1.0,0.175,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-29501.643986926832,69160.95062020504,True
0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.27,0.73,0.26666666699999997,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,True
0.07,0.63,0.066666667,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,-19097.058639128914,74056.05915078774,False
-0.17,0.82,0.175,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.29,0.63,0.288461538,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,False
-0.16,0.63,0.1625,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,-28582.972240908875,69393.42179915436,False
0.02,0.6,0.01875,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,False
-0.5,1.0,0.5,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,-19097.058639128914,74056.05915078774,False
-0.2,0.7,0.2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.25,0.5,0.25,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,0.0,0.0,True
-0.65,0.95,0.65,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,True
-0.25,0.5,0.25,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,False
-0.25,0.75,0.25,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.0,0.0,True
-0.45,0.7,0.45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.23,0.6,0.233333333,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,-28582.972240908875,69393.42179915436,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.06,0.49,0.05625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.15,0.85,0.15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.15,0.85,0.15,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,-28582.972240908875,69393.42179915436,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.45,0.85,0.45,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.25,1.0,0.25,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.11,0.77,0.107142857,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.1,0.73,0.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.35,0.9,0.35,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.02,0.82,0.025,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,-70919.04903718673,50985.667816003835,False
-0.25,0.52,0.25,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,-48821.34262005401,143649.47829579003,True
0.15,0.85,0.15,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,0.0,0.0,True
-0.08,0.75,0.083333333,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.06,0.53,0.06031746,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,0.0,0.0,False
-0.15,0.65,0.15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.06,0.61,0.0625,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.33,1.0,0.333333333,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
0.23,0.93,0.233333333,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,False
0.5,0.89,0.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.65,0.95,0.65,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.15,0.53,0.153571429,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,0.0,0.0,True
0.0,1.0,0.0,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,False
0.0,0.8,0.0,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,0.0,0.0,True
-0.04,0.75,0.041666667000000004,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,0.0,0.0,False
-0.02,0.61,0.0225,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,-19097.058639128914,74056.05915078774,False
-0.13,0.73,0.133333333,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,False
0.15,0.85,0.15,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,0.0,0.0,False
-0.42,0.83,0.41666666700000005,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.09,0.95,0.090625,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.25,0.53,0.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-48821.34262005401,143649.47829579003,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.15,0.85,0.15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.53,0.93,0.533333333,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.23,0.69,0.23125,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,0.0,0.0,True
0.14,0.8,0.1375,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,0.0,0.0,False
0.03,0.67,0.033333333,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-48821.34262005401,143649.47829579003,False
-0.5,1.0,0.5,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.1,0.6,0.1,True,False,True,True,False,True,True,True,False,True,True,True,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.33,0.63,0.333333333,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,0.0,0.0,False
0.0,0.75,0.0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,-100420.69302411357,120146.61843620887,False
0.15,0.85,0.15,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.1,0.5,0.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.1,0.6,0.1,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,False
-0.45,0.8,0.45,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,0.0,0.0,False
-0.5,1.0,0.5,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,-29501.643986926832,69160.95062020504,False
0.21,0.9,0.2125,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-29501.643986926832,69160.95062020504,False
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.15,0.88,0.15,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,-52969.70493055535,141211.8342245187,False
-0.25,0.5,0.25,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,0.0,0.0,True
-0.13,0.63,0.125,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.0,0.8,0.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-70919.04903718673,50985.667816003835,True
-0.5,1.0,0.5,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,-29501.643986926832,69160.95062020504,False
0.12,0.63,0.124,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,-24434.609930407532,71831.06587042566,False
-0.98,1.0,0.9765625,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,0.0,0.0,True
-0.23,0.68,0.225,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.25,0.53,0.25,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,-24434.609930407532,71831.06587042566,True
-0.06,0.75,0.0625,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.4,0.58,0.39583333299999995,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,-24386.73268964648,71818.41242536435,False
0.0,0.87,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.15,0.6,0.15,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,-29501.643986926832,69160.95062020504,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.23,0.61,0.233333333,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.07,0.85,0.066666667,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,True
-0.11,0.55,0.108333333,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,False
-0.63,1.0,0.625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,False
-0.13,0.63,0.125,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,0.0,0.0,False
-0.13,0.43,0.125,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,0.0,0.0,False
-0.3,0.77,0.3,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,False
-0.25,0.56,0.25,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-24386.73268964648,71818.41242536435,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.33,0.75,0.333333333,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
0.0,0.7,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,-24386.73268964648,71818.41242536435,False
0.25,0.25,0.25,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.4,0.97,0.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.35,0.9,0.35,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.1,0.8,0.1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.98,1.0,0.9765625,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,0.0,0.0,False
0.25,0.65,0.25,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,0.0,0.0,False
-0.23,0.52,0.229166667,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-48821.34262005401,143649.47829579003,False
-0.13,1.0,0.133333333,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
-0.47,0.8,0.46666666700000003,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.1,0.6,0.1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
0.0,0.0,0.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,False
0.15,0.6,0.1525,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,-29501.643986926832,69160.95062020504,False
-0.5,1.0,0.5,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,-19097.058639128914,74056.05915078774,False
-0.23,0.52,0.233333333,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-48821.34262005401,143649.47829579003,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0,0.0,False
0.03,0.64,0.025,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-48821.34262005401,143649.47829579003,False
-0.25,0.53,0.25,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-48821.34262005401,143649.47829579003,True
-0.25,0.5,0.25,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,False
-0.3,0.4,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.05,1.0,0.05,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,-29501.643986926832,69160.95062020504,False
0.25,0.54,0.25,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0.0,0.0,False
-0.65,0.95,0.65,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0.0,False
-0.25,1.0,0.25,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,True
-0.23,0.34,0.225,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,-24434.609930407532,71831.06587042566,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.33,0.58,0.333333333,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,-28582.972240908875,69393.42179915436,False
0.06,0.74,0.0625,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,-70919.04903718673,50985.667816003835,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,-47680.03088003779,143449.48094994208,False
0.08,0.76,0.08,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,True
-0.25,1.0,0.25,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,-28582.972240908875,69393.42179915436,False
-0.23,0.34,0.225,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,-24434.609930407532,71831.06587042566,False
0.03,0.85,0.027272727000000004,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
0.0,0.8,0.0,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.14,0.54,0.135185185,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,True
0.0,0.8,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,False
-0.37,0.93,0.36666666700000006,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,False
-0.5,1.0,0.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0,True
