L,absPolarity,sentiment_polarity,sentiment_subjectivity,me,dont,i,it,but,im,know,so,now,my,out,1,2,3,4,5,6,7,8,9,10,11
True,0.27,0.27,0.45,False,False,True,False,False,False,False,False,False,True,False,0.057704448617835455,-0.013417323667678366,-0.02527612658928393,-0.03613141723862354,0.019072225814758786,0.008509097889230637,0.017196171382951916,0.00020015310925208026,-0.014082301740449159,0.0037991898895362794,-0.004740752244172058
True,0.27,0.27,0.35,False,False,True,False,False,True,False,True,False,True,False,-0.1236782529691167,0.010319177176928951,-0.14403686635611454,-0.24731298531260296,-0.07730611933804407,-0.1066433227091367,-0.16658342597336923,-0.06905630565220386,-0.17878783084892677,-0.03083495829419007,-0.12342725465285374
True,0.33,0.33,0.5,True,False,True,False,False,False,False,False,False,False,False,0.07488853739652314,0.08491723821217347,-0.03873240239330191,-0.16031516056067005,0.11889853559092114,-0.09274765882116018,-0.02898739247249419,0.02530687853834534,0.06404561722083882,-0.020989700276180728,-0.013873335537231772
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.29,0.29,0.35,False,False,True,True,False,True,False,False,False,True,True,0.17600060661190964,-0.06316368830104932,-0.13044064007666067,0.002645109122120605,-0.042545669867595316,-0.012831840354748578,0.016670734318716726,-0.0659221839986756,-0.0680110053566899,-0.02748924377484346,-0.02188760765021542
True,0.42,0.42,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.33,0.33,0.5,False,False,True,False,False,False,False,False,False,False,False,0.013327422281901622,-0.0030612641275403986,-0.03640649635017577,-0.015744097703808475,0.009742724226968985,-0.02693532463560448,0.0025701565987623996,-0.006226602658858958,0.005729284085524005,0.000337546082279059,-0.002670632575057952
True,0.17,0.17,0.75,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.33,0.33,0.5,False,False,False,True,False,True,False,False,False,True,False,0.17522191450672803,-0.014379670347677445,-0.08963901891554564,0.06296561418599331,-0.059485082424820056,0.002594763016294313,0.027751346145512692,-0.04955884131879339,-0.06921144498094275,-0.0282879055078755,-0.016154213645844795
True,0.12,0.12,0.35,False,False,True,True,False,True,False,False,False,False,False,0.14417231045269582,-0.0070848749350798795,-0.13717588502661324,0.06760883601699991,-0.05907185978564087,-0.059784984144145285,0.015695487960085575,-0.062212199745763384,-0.04367057506944558,-0.03141200323285366,-0.01675472655178864
True,0.27,0.27,0.35,False,False,True,False,False,True,False,True,False,False,False,-0.16805527930505054,0.02067523671706692,-0.1551672361170064,-0.2269256657777879,-0.08663562092583388,-0.14208774523397183,-0.18120944075755874,-0.0754830614203149,-0.1589762450229536,-0.03429660210144729,-0.12135713498373964
True,0.01,0.01,0.59,False,False,False,False,False,True,False,True,False,False,False,-0.18138270158695216,0.023736500844607322,-0.11876073976683063,-0.21118156807397942,-0.09637834515280286,-0.11515242059836733,-0.18377959735632113,-0.06925645876145593,-0.1647055291084776,-0.03463414818372635,-0.11868650240868168
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.33,0.33,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.5,0.5,0.5,True,False,False,False,False,True,False,False,False,False,False,0.028831503707564626,0.19195005460613274,-0.024382061237797563,-0.10107424080141833,0.09999182730467814,-0.07134734492347208,0.020598261855392715,-0.009803269661857641,0.05236836193659645,-0.025342544773039696,-0.015879369856689307
True,0.81,0.81,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.02,0.02,0.45,False,False,False,False,False,True,True,False,True,False,False,0.04967826367051906,0.07560664958742261,0.012057055937815045,0.09024214590855212,0.031046129682776858,-0.00293951826926653,0.06346972944128602,-0.10395250590754976,-0.021712155081960685,0.017997303527969133,-0.01588083213232383
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.46,-0.46,0.79,True,False,True,False,False,True,False,False,True,False,False,0.09433083616283129,0.200020024365618,-0.02861934620287678,-0.06116574008591153,0.16062898572684037,-0.09609791453119754,0.06521473684447249,-0.06493252134191213,0.05618917937408469,-0.013079330671904242,-0.026735052933005266
True,0.0,0.0,0.71,False,True,True,False,False,True,False,False,False,False,False,0.03462207273241771,0.010336112019361895,-0.034558540725565946,-0.0235727249549224,-0.025458243341765573,-0.05886480292842907,0.1977900564920908,-0.1027206587742821,0.01778767699958329,0.019245515769312785,-0.029569723622280247
True,0.19,0.19,0.75,False,False,True,True,False,False,False,False,False,False,False,0.1769019218597527,-0.11105642720149876,-0.11511972983194182,0.02411201396155665,-0.04990787572636684,-0.054249973406228905,-0.03646032296656373,-0.020875448886701446,-0.037722603870727206,-0.027396704818273755,-0.012078059657273155
True,0.33,0.33,0.5,False,False,True,False,False,False,False,False,False,False,False,0.013327422281901622,-0.0030612641275403986,-0.03640649635017577,-0.015744097703808475,0.009742724226968985,-0.02693532463560448,0.0025701565987623996,-0.006226602658858958,0.005729284085524005,0.000337546082279059,-0.002670632575057952
True,0.65,0.65,0.5,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,0.044377026335933836,-0.010356059540137968,0.011130369760891838,-0.020387319534815065,0.0093295015877898,0.035444422524835116,0.014626014784189515,0.0064267557681110385,-0.019811585825973164,0.0034616438072572206,-0.002070119669114107
True,0.32,0.32,0.51,False,False,False,False,False,False,True,False,False,True,False,0.07461299124014474,-0.04985219610615989,0.013074369508281754,-0.02929459410102148,-0.0013548188653525577,0.035855159965605954,-0.016106385091491128,-0.00728635025918124,-0.03366730306117973,0.013548577730949866,-0.005089234405664446
True,0.0,0.0,0.1,False,False,False,True,False,False,False,False,False,True,False,0.2079515259137849,-0.11835122261409632,-0.06758286372087421,0.01946879213055006,-0.050321098365546026,0.008129773754210694,-0.02440446478113661,-0.008222090459731449,-0.06326347378222438,-0.024272607093295595,-0.01147754675132931
True,0.17,0.17,0.7,False,False,False,True,False,False,False,False,False,True,False,0.2079515259137849,-0.11835122261409632,-0.06758286372087421,0.01946879213055006,-0.050321098365546026,0.008129773754210694,-0.02440446478113661,-0.008222090459731449,-0.06326347378222438,-0.024272607093295595,-0.01147754675132931
True,0.02,0.02,0.57,False,False,True,False,False,False,False,False,False,False,False,0.013327422281901622,-0.0030612641275403986,-0.03640649635017577,-0.015744097703808475,0.009742724226968985,-0.02693532463560448,0.0025701565987623996,-0.006226602658858958,0.005729284085524005,0.000337546082279059,-0.002670632575057952
True,0.33,0.33,0.5,False,False,True,False,False,False,False,False,False,True,False,0.057704448617835455,-0.013417323667678366,-0.02527612658928393,-0.03613141723862354,0.019072225814758786,0.008509097889230637,0.017196171382951916,0.00020015310925208026,-0.014082301740449159,0.0037991898895362794,-0.004740752244172058
True,0.33,0.33,0.5,False,False,True,False,True,False,False,True,False,True,False,-0.08137342647612812,-0.15411134382310182,-0.14895781187059276,-0.2968719849776686,-0.13620213599899056,-0.20774136092361906,-0.18588857337859027,-0.032689282944104225,-0.10969225277271788,-0.04282188699416939,-0.12503770057150554
True,0.08,0.08,0.5,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.28,0.28,0.75,False,False,False,False,False,False,False,False,False,True,True,0.0318282961592138,-0.056078813365969434,0.006735244949952558,-0.0649637268948793,0.016526189918045553,0.046953143789396704,0.0009752463586311516,-0.0037099842529122124,-0.02434043028724431,0.003922759458010202,-0.00513288109842678
True,0.33,0.33,0.5,False,False,False,False,False,False,False,False,False,True,False,0.044377026335933836,-0.010356059540137968,0.011130369760891838,-0.020387319534815065,0.0093295015877898,0.035444422524835116,0.014626014784189515,0.0064267557681110385,-0.019811585825973164,0.0034616438072572206,-0.002070119669114107
True,0.08,-0.08,0.59,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.11,0.11,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.33,0.33,0.75,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.44,0.44,0.5,False,False,False,False,False,False,False,False,True,True,False,0.09654893650929888,0.0007751743468876644,0.043299581145988385,0.035265278884500206,0.060223935782983046,0.03762917755271413,0.056672333174506886,-0.04247589325308449,-0.021720052474008916,0.015387311826113616,-0.010255170170372111
True,0.33,0.33,1.0,False,False,False,False,False,False,False,True,False,True,False,-0.10427606384396144,-0.09059111096194952,-0.08557421481126738,-0.2750657096642377,-0.07788485950573903,-0.07417298733561584,-0.22130939349878093,-0.02149295213428296,-0.1785691437357324,-0.02715720596188922,-0.1160799551832803
True,0.1,0.1,0.68,False,False,False,False,False,False,False,False,False,True,False,0.044377026335933836,-0.010356059540137968,0.011130369760891838,-0.020387319534815065,0.0093295015877898,0.035444422524835116,0.014626014784189515,0.0064267557681110385,-0.019811585825973164,0.0034616438072572206,-0.002070119669114107
True,0.42,0.42,0.59,False,False,False,False,False,False,False,False,False,True,False,0.044377026335933836,-0.010356059540137968,0.011130369760891838,-0.020387319534815065,0.0093295015877898,0.035444422524835116,0.014626014784189515,0.0064267557681110385,-0.019811585825973164,0.0034616438072572206,-0.002070119669114107
True,0.01,0.01,0.7,False,True,True,False,False,True,True,False,False,True,False,0.10923506397256245,-0.03951608408679799,-0.021484171217284194,-0.052867319055943884,-0.026813062207118134,-0.023009642962823117,0.18168367140059968,-0.11000700903346335,-0.01587962606159644,0.03279409350026265,-0.03465895802794469
True,0.33,0.33,0.7,True,False,False,False,False,True,False,False,False,False,False,0.028831503707564626,0.19195005460613274,-0.024382061237797563,-0.10107424080141833,0.09999182730467814,-0.07134734492347208,0.020598261855392715,-0.009803269661857641,0.05236836193659645,-0.025342544773039696,-0.015879369856689307
True,0.03,0.03,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.27,0.27,0.52,True,False,True,False,False,False,False,True,False,False,False,-0.07376455278337214,0.004682186790361906,-0.13543698696546114,-0.4149935506900927,0.03168417449739232,-0.20236506868161114,-0.26492280075546465,-0.00261282936404866,-0.09471194068892042,-0.05160855004532717,-0.12788317105139796
True,0.47,0.47,0.43,False,False,True,False,False,False,False,False,True,False,False,0.06549933245526667,0.008069969759485235,-0.004237284965079219,0.03990850071550679,0.06063715842216223,-0.024750569607725464,0.044616474989079766,-0.05512925168005449,0.003820817437488253,0.012263214101135454,-0.010855683076315957
True,0.33,0.33,0.5,False,False,False,True,False,True,False,False,False,True,False,0.17522191450672803,-0.014379670347677445,-0.08963901891554564,0.06296561418599331,-0.059485082424820056,0.002594763016294313,0.027751346145512692,-0.04955884131879339,-0.06921144498094275,-0.0282879055078755,-0.016154213645844795
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,True,False,0.01164741492887695,0.09361549272628092,-0.01092578543377958,0.023109502520628194,0.00016551752851576979,0.029909411786918735,0.06678182571083882,-0.0349099950909509,-0.025759557024691532,-0.0005536546073226867,-0.006746786563629592
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,True,False,0.01164741492887695,0.09361549272628092,-0.01092578543377958,0.023109502520628194,0.00016551752851576979,0.029909411786918735,0.06678182571083882,-0.0349099950909509,-0.025759557024691532,-0.0005536546073226867,-0.006746786563629592
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.42,0.42,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.07,0.07,0.46,True,True,False,False,False,True,False,True,False,False,False,-0.06579732461475768,0.021140827064804607,-0.09718253499067554,-0.4070780802373982,-0.013259517298311221,-0.20735922233883125,-0.07227305746089863,-0.09288028282061285,-0.08838283186038513,-0.0330381264405725,-0.15211162952356233
True,0.0,0.0,0.44,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.16,0.16,0.64,False,False,True,True,False,True,False,False,False,False,False,0.14417231045269582,-0.0070848749350798795,-0.13717588502661324,0.06760883601699991,-0.05907185978564087,-0.059784984144145285,0.015695487960085575,-0.062212199745763384,-0.04367057506944558,-0.03141200323285366,-0.01675472655178864
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.04,-0.04,0.62,False,False,True,True,True,True,False,False,False,False,False,0.15374752553862753,-0.06754384366869179,-0.16415298573576287,0.061546658407377525,-0.1271318605058614,-0.16641803309654404,0.048546151481513825,-0.0671819278967257,0.019477031808044946,-0.04741423034741289,-0.023041839364955918
True,0.33,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.33,0.33,0.5,True,True,False,False,False,True,False,False,False,False,False,0.0828557655651376,0.10137587848661617,-0.0004779504185163236,-0.15239969010797552,0.0739548437952176,-0.09774181247838029,0.1636623508220718,-0.06496057491821886,0.0703747260493741,-0.0024192766714260638,-0.03810179400939612
True,0.06,0.06,0.26,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.21,-0.21,0.75,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
