L,absPolarity,sentiment_polarity,sentiment_subjectivity,me,dont,i,it,but,im,know,so,now,my,out,1,2,3,4,5,6,7,8,9,10,11
True,0.5166666670000001,0.52,0.55,True,False,False,True,False,True,False,False,False,True,False,0.23678302962134956,0.07359883199203643,-0.09196492495867177,-0.08160544867086826,0.04967072893913211,-0.06321757116926138,-0.0038062029257438963,-0.01802536012158909,-0.010895111845627924,-0.049615151866335284,-0.027356916608018617
True,0.208333333,0.21,0.75,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.016666667,0.02,0.45,False,False,False,False,False,False,False,False,False,True,False,0.044377026335933836,-0.010356059540137968,0.011130369760891838,-0.020387319534815065,0.0093295015877898,0.035444422524835116,0.014626014784189515,0.0064267557681110385,-0.019811585825973164,0.0034616438072572206,-0.002070119669114107
True,0.577777778,0.58,0.7,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.495659722,0.5,0.71,False,False,False,False,False,True,False,True,False,False,False,-0.18138270158695216,0.023736500844607322,-0.11876073976683063,-0.21118156807397942,-0.09637834515280286,-0.11515242059836733,-0.18377959735632113,-0.06925645876145593,-0.1647055291084776,-0.03463414818372635,-0.11868650240868168
True,0.41666666700000005,0.42,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.055555556,-0.06,0.5,True,False,False,False,False,True,False,False,False,True,False,0.07320853004349846,0.18159399506599477,-0.013251691476905724,-0.1214615603362334,0.10932132889246793,-0.03590292239863697,0.03522427663958223,-0.003376513893746603,0.032556776110623284,-0.021880900965782477,-0.017949489525803414
True,0.333333333,0.33,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.520833333,0.52,0.5,False,False,False,False,False,True,False,True,False,False,False,-0.18138270158695216,0.023736500844607322,-0.11876073976683063,-0.21118156807397942,-0.09637834515280286,-0.11515242059836733,-0.18377959735632113,-0.06925645876145593,-0.1647055291084776,-0.03463414818372635,-0.11868650240868168
True,0.111111111,0.11,0.52,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.320634921,0.32,0.44,False,True,True,False,False,True,False,False,False,False,False,0.03462207273241771,0.010336112019361895,-0.034558540725565946,-0.0235727249549224,-0.025458243341765573,-0.05886480292842907,0.1977900564920908,-0.1027206587742821,0.01778767699958329,0.019245515769312785,-0.029569723622280247
True,0.46666666700000003,0.47,0.75,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.207407407,-0.21,0.56,False,False,True,True,True,True,False,False,True,False,False,0.20591943571199256,-0.05641260978166616,-0.13198377435066633,0.1171992568266928,-0.07623742631066815,-0.16423327806866503,0.0905924698718312,-0.11608457691792123,0.017568565160009195,-0.035488562328556496,-0.03122688986621392
True,0.291666667,-0.29,0.54,True,False,True,False,False,True,False,True,False,False,False,-0.10649416419042904,0.1086537390567808,-0.15749314216013255,-0.37149672863464944,0.022520190438118287,-0.2079000794195275,-0.2127669898288153,-0.0439495802231106,-0.10065991188763879,-0.055623848459907074,-0.13255983794591347
True,0.333333333,0.33,0.5,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.166666667,0.17,0.31,False,False,True,False,False,True,False,False,False,True,False,0.02497483721077857,0.09055422859874052,-0.04733228178395535,0.0073654048168197185,0.009908241755484755,0.00297408715131426,0.06935198230960121,-0.04113659774980986,-0.02003027293916753,-0.00021610852504362794,-0.009417419138687544
True,0.333333333,0.33,0.5,False,False,True,True,False,True,False,False,False,False,False,0.14417231045269582,-0.0070848749350798795,-0.13717588502661324,0.06760883601699991,-0.05907185978564087,-0.059784984144145285,0.015695487960085575,-0.062212199745763384,-0.04367057506944558,-0.03141200323285366,-0.01675472655178864
True,0.136111111,0.14,0.7,True,True,True,False,False,True,False,False,False,False,False,0.09618318784703922,0.09831461435907576,-0.03688444676869209,-0.168143787811784,0.08369756802218659,-0.12467713711398479,0.16623250742083423,-0.0711871775770778,0.0761040101348981,-0.002081730589147005,-0.04077242658445407
True,0.016666667,0.02,0.55,True,False,True,False,False,True,False,False,False,False,False,0.04215892598946625,0.18888879047859236,-0.06078855758797333,-0.1168183385052268,0.10973455153164711,-0.09828266955907655,0.023168418454155112,-0.0160298723207166,0.05809764602212045,-0.025004998690760637,-0.01855000243174726
True,0.41666666700000005,0.42,0.5,False,False,True,True,False,True,False,True,False,False,False,-0.004480779727199458,-0.08731992635689144,-0.23388046959877246,-0.18706955411242276,-0.1462862208791697,-0.16940239400459625,-0.22023992032288486,-0.09013190764815739,-0.2024281329792048,-0.062030853002000105,-0.13076456206595483
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,True,False,True,True,False,False,False,False,False,-0.00982697403922356,0.04045131940526657,-0.0854397522539968,0.0216905467420124,-0.06748126055252557,-0.1391033843259196,0.08757663104683995,-0.0525330816688832,0.06292891976429615,-0.019679979446860077,-0.013634412282740715
True,0.11489899,0.11,0.46,False,False,True,False,False,True,False,False,True,False,False,0.03276972104820977,0.11204152202590412,-0.026293440159750638,0.08340532277095006,0.0514731743628882,-0.03028558034564184,0.09677228591572906,-0.09646600253911643,-0.002127153761230116,0.008247915686555547,-0.015532349970831442
True,0.566666667,0.57,0.6,False,False,False,False,True,True,False,False,False,False,False,-0.023154396321125183,0.04351258353280697,-0.04903325590382104,0.037434644445820876,-0.07722398477949456,-0.11216805969031513,0.08500647444807755,-0.04630647901002424,0.05719963567877215,-0.020017525529139137,-0.010963779707682763
True,0.166666667,0.17,0.3,False,False,True,False,False,True,False,False,False,True,False,0.02497483721077857,0.09055422859874052,-0.04733228178395535,0.0073654048168197185,0.009908241755484755,0.00297408715131426,0.06935198230960121,-0.04113659774980986,-0.02003027293916753,-0.00021610852504362794,-0.009417419138687544
True,0.333333333,0.33,0.5,True,False,True,False,False,True,False,False,False,False,False,0.04215892598946625,0.18888879047859236,-0.06078855758797333,-0.1168183385052268,0.10973455153164711,-0.09828266955907655,0.023168418454155112,-0.0160298723207166,0.05809764602212045,-0.025004998690760637,-0.01855000243174726
True,0.333333333,0.33,0.5,True,False,False,False,False,True,False,False,False,False,False,0.028831503707564626,0.19195005460613274,-0.024382061237797563,-0.10107424080141833,0.09999182730467814,-0.07134734492347208,0.020598261855392715,-0.009803269661857641,0.05236836193659645,-0.025342544773039696,-0.015879369856689307
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,True,False,False,False,-0.18138270158695216,0.023736500844607322,-0.11876073976683063,-0.21118156807397942,-0.09637834515280286,-0.11515242059836733,-0.18377959735632113,-0.06925645876145593,-0.1647055291084776,-0.03463414818372635,-0.11868650240868168
True,0.066666667,0.07,0.55,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.27777777800000003,0.28,0.33,False,False,False,False,False,True,False,False,False,True,False,0.01164741492887695,0.09361549272628092,-0.01092578543377958,0.023109502520628194,0.00016551752851576979,0.029909411786918735,0.06678182571083882,-0.0349099950909509,-0.025759557024691532,-0.0005536546073226867,-0.006746786563629592
True,0.333333333,0.33,0.5,True,True,False,False,False,True,False,False,False,False,False,0.0828557655651376,0.10137587848661617,-0.0004779504185163236,-0.15239969010797552,0.0739548437952176,-0.09774181247838029,0.1636623508220718,-0.06496057491821886,0.0703747260493741,-0.0024192766714260638,-0.03810179400939612
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.26666666699999997,0.27,0.55,False,False,False,False,False,True,False,False,False,True,False,0.01164741492887695,0.09361549272628092,-0.01092578543377958,0.023109502520628194,0.00016551752851576979,0.029909411786918735,0.06678182571083882,-0.0349099950909509,-0.025759557024691532,-0.0005536546073226867,-0.006746786563629592
True,0.333333333,0.33,0.5,False,False,True,False,True,True,False,False,True,False,False,0.042344936134141475,0.0515825532922922,-0.053270540868900255,0.07734314516132768,-0.016586826357332322,-0.13691862929804058,0.12962294943715733,-0.10143573069007873,0.0610204531162604,-0.007754311428003683,-0.021819462783998718
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,True,False,False,True,False,False,False,True,True,0.01242610703405854,0.04483147477290905,-0.05172740659489463,-0.03721100254324451,0.017104930085740506,0.014482808415875851,0.05570121388404285,-0.05127333777083311,-0.024559117400438677,0.00024500712570935373,-0.012480180568000217
True,0.813802083,0.81,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.358333333,0.36,0.3,True,False,True,False,False,True,False,False,False,False,False,0.04215892598946625,0.18888879047859236,-0.06078855758797333,-0.1168183385052268,0.10973455153164711,-0.09828266955907655,0.023168418454155112,-0.0160298723207166,0.05809764602212045,-0.025004998690760637,-0.01855000243174726
True,0.333333333,0.33,0.6,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.333333333,0.33,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.005555556,0.01,0.7,False,False,True,False,False,True,False,False,False,True,True,0.01242610703405854,0.04483147477290905,-0.05172740659489463,-0.03721100254324451,0.017104930085740506,0.014482808415875851,0.05570121388404285,-0.05127333777083311,-0.024559117400438677,0.00024500712570935373,-0.012480180568000217
True,0.36111111100000004,0.36,0.8,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.095833333,0.1,0.4,False,False,True,False,False,True,False,False,True,False,True,0.02022099087148974,0.06631876820007265,-0.03068856497068992,0.038828915410885824,0.058669862693143955,-0.01877685908108025,0.0831215174901707,-0.10660274256013968,-0.006655998222501262,0.008709031337308527,-0.018595111400144117
True,0.333333333,0.33,0.5,False,False,False,False,True,True,True,False,False,True,False,0.05145859491901956,-0.0063396125733529134,-0.035958886395539284,0.008140050344799397,-0.07857880364484712,-0.07631289972470917,0.06890008935658641,-0.053592829269205486,0.023532332617592418,-0.006468947798189272,-0.01605301411334721
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,False,False,True,True,False,False,False,False,False,-0.023154396321125183,0.04351258353280697,-0.04903325590382104,0.037434644445820876,-0.07722398477949456,-0.11216805969031513,0.08500647444807755,-0.04630647901002424,0.05719963567877215,-0.020017525529139137,-0.010963779707682763
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.166666667,0.17,0.3,False,False,True,False,False,True,False,False,True,False,False,0.03276972104820977,0.11204152202590412,-0.026293440159750638,0.08340532277095006,0.0514731743628882,-0.03028558034564184,0.09677228591572906,-0.09646600253911643,-0.002127153761230116,0.008247915686555547,-0.015532349970831442
True,0.291666667,0.29,0.38,False,False,False,False,False,True,False,True,False,False,False,-0.18138270158695216,0.023736500844607322,-0.11876073976683063,-0.21118156807397942,-0.09637834515280286,-0.11515242059836733,-0.18377959735632113,-0.06925645876145593,-0.1647055291084776,-0.03463414818372635,-0.11868650240868168
True,0.41666666700000005,0.42,0.5,False,False,True,False,False,False,True,False,False,False,False,0.04356338718611252,-0.042557400693562314,-0.03446249660278585,-0.02465137227001489,-0.0009415962261733728,-0.026524587194833645,-0.028162243276918242,-0.019939708686151237,-0.00812643314968256,0.010424480005971704,-0.0056897473116082915
True,0.005555556,0.01,0.8,True,True,True,False,False,True,False,False,False,False,False,0.09618318784703922,0.09831461435907576,-0.03688444676869209,-0.168143787811784,0.08369756802218659,-0.12467713711398479,0.16623250742083423,-0.0711871775770778,0.0761040101348981,-0.002081730589147005,-0.04077242658445407
True,0.166666667,0.17,0.25,False,False,True,False,False,True,False,False,False,False,True,-0.0319509193018753,0.055187534313047015,-0.06285777635578646,-0.01682368300842945,0.007775428497950707,-0.020961614108959265,0.04107519909985334,-0.05770009353894415,-0.00474753157446551,-0.003216636681547867,-0.01041006089888611
True,0.333333333,0.33,0.5,True,True,False,False,False,True,False,False,False,False,False,0.0828557655651376,0.10137587848661617,-0.0004779504185163236,-0.15239969010797552,0.0739548437952176,-0.09774181247838029,0.1636623508220718,-0.06496057491821886,0.0703747260493741,-0.0024192766714260638,-0.03810179400939612
True,0.127777778,0.13,0.45,True,False,False,False,False,True,False,False,False,True,False,0.07320853004349846,0.18159399506599477,-0.013251691476905724,-0.1214615603362334,0.10932132889246793,-0.03590292239863697,0.03522427663958223,-0.003376513893746603,0.032556776110623284,-0.021880900965782477,-0.017949489525803414
True,0.23854166699999999,-0.24,0.57,False,False,True,True,False,True,False,False,False,True,True,0.17600060661190964,-0.06316368830104932,-0.13044064007666067,0.002645109122120605,-0.042545669867595316,-0.012831840354748578,0.016670734318716726,-0.0659221839986756,-0.0680110053566899,-0.02748924377484346,-0.02188760765021542
True,0.444444444,0.44,0.47,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.41666666700000005,0.42,0.5,False,False,True,False,False,True,False,True,False,False,False,-0.16805527930505054,0.02067523671706692,-0.1551672361170064,-0.2269256657777879,-0.08663562092583388,-0.14208774523397183,-0.18120944075755874,-0.0754830614203149,-0.1589762450229536,-0.03429660210144729,-0.12135713498373964
True,0.333333333,0.33,0.5,True,False,False,False,False,True,False,False,False,True,False,0.07320853004349846,0.18159399506599477,-0.013251691476905724,-0.1214615603362334,0.10932132889246793,-0.03590292239863697,0.03522427663958223,-0.003376513893746603,0.032556776110623284,-0.021880900965782477,-0.017949489525803414
True,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.166666667,0.17,0.75,False,False,False,False,False,True,False,False,True,True,False,0.06381932510224199,0.10474672661330656,0.021243425951316966,0.07876210093994346,0.051059951723709016,0.03209416681479775,0.10882814410115618,-0.08381264411214644,-0.027668023672727284,0.011372013411533707,-0.014931837064887597
True,0.291666667,0.29,0.75,False,False,True,False,False,True,False,False,False,True,False,0.02497483721077857,0.09055422859874052,-0.04733228178395535,0.0073654048168197185,0.009908241755484755,0.00297408715131426,0.06935198230960121,-0.04113659774980986,-0.02003027293916753,-0.00021610852504362794,-0.009417419138687544
True,0.37777777799999995,0.38,0.73,False,True,True,False,False,True,False,False,False,False,True,0.022073342555697675,-0.03538664180646957,-0.03895366553650523,-0.06814913231498664,-0.01826155501150982,-0.04735608166386748,0.18413928806653243,-0.11285739879530535,0.013258832538312143,0.019706631420065766,-0.03263248505159292
True,0.333333333,0.33,0.5,False,True,True,False,False,True,False,True,True,False,False,-0.06185910727411253,-0.05876770551542403,-0.09909391391262862,-0.2225985166650298,-0.06177817024010115,-0.16629745776100102,0.0039009665994377343,-0.17954301569787165,-0.14287834755821172,0.0005523340190227381,-0.15176460963770444
True,0.47184244799999997,0.47,0.4,False,True,True,False,False,True,False,False,False,False,False,0.03462207273241771,0.010336112019361895,-0.034558540725565946,-0.0235727249549224,-0.025458243341765573,-0.05886480292842907,0.1977900564920908,-0.1027206587742821,0.01778767699958329,0.019245515769312785,-0.029569723622280247
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.033333333,0.03,0.36,False,False,True,False,False,True,True,False,False,True,False,0.05521080211498948,0.05105809203271859,-0.04538828203656543,-0.0015418697493866963,-0.000776078697657603,0.0033848245920850978,0.03861958243392057,-0.05484970377710213,-0.033885990174374096,0.009870825398649016,-0.012436533875237884
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,True,False,False,0.019442298766308153,0.11510278615344452,0.01011305619042513,0.09914942047475853,0.041730450135919216,-0.0033502557100373643,0.09420212931696667,-0.09023939988025748,-0.00785643784675412,0.007910369604276487,-0.01286171739577349
True,0.333333333,0.33,0.5,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.239583333,0.24,0.4,False,False,True,False,False,True,False,False,False,True,False,0.02497483721077857,0.09055422859874052,-0.04733228178395535,0.0073654048168197185,0.009908241755484755,0.00297408715131426,0.06935198230960121,-0.04113659774980986,-0.02003027293916753,-0.00021610852504362794,-0.009417419138687544
True,0.066666667,0.07,0.65,False,True,True,False,False,True,False,True,False,False,False,-0.11403101744747757,-0.06989893940244966,-0.13126312529772516,-0.2782511150843451,-0.1126726044352944,-0.16848221278888004,-0.038145351790879634,-0.1306403666766761,-0.14096988091017595,-0.011373333999833656,-0.14357955913644643
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.606944444,0.61,0.5,True,False,False,False,False,True,False,False,False,False,False,0.028831503707564626,0.19195005460613274,-0.024382061237797563,-0.10107424080141833,0.09999182730467814,-0.07134734492347208,0.020598261855392715,-0.009803269661857641,0.05236836193659645,-0.025342544773039696,-0.015879369856689307
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,True,False,False,0.019442298766308153,0.11510278615344452,0.01011305619042513,0.09914942047475853,0.041730450135919216,-0.0033502557100373643,0.09420212931696667,-0.09023939988025748,-0.00785643784675412,0.007910369604276487,-0.01286171739577349
True,0.26666666699999997,0.27,0.45,False,False,True,False,False,True,False,False,False,False,True,-0.0319509193018753,0.055187534313047015,-0.06285777635578646,-0.01682368300842945,0.007775428497950707,-0.020961614108959265,0.04107519909985334,-0.05770009353894415,-0.00474753157446551,-0.003216636681547867,-0.01041006089888611
True,0.111111111,0.11,0.83,True,False,True,False,False,True,False,False,False,True,False,0.0865359523254001,0.1785327309384544,-0.04965818782708149,-0.13720565804004187,0.11906405311943691,-0.06283824703424143,0.037794433238344624,-0.00960311655260556,0.03828606019614728,-0.021543354883503417,-0.020620122100861366
True,0.34166666700000003,0.34,0.57,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.41666666700000005,0.42,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.1,-0.1,0.63,False,False,True,False,False,True,False,False,False,True,False,0.02497483721077857,0.09055422859874052,-0.04733228178395535,0.0073654048168197185,0.009908241755484755,0.00297408715131426,0.06935198230960121,-0.04113659774980986,-0.02003027293916753,-0.00021610852504362794,-0.009417419138687544
True,0.088888889,-0.09,0.63,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.083333333,-0.08,0.75,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,True,True,False,True,False,False,False,False,False,0.14417231045269582,-0.0070848749350798795,-0.13717588502661324,0.06760883601699991,-0.05907185978564087,-0.059784984144145285,0.015695487960085575,-0.062212199745763384,-0.04367057506944558,-0.03141200323285366,-0.01675472655178864
True,0.226666667,0.23,0.38,False,True,False,True,False,True,False,False,False,False,False,0.18486915002836718,-0.09459778692705606,-0.07686527785715623,0.0320274844142512,-0.09485156752207038,-0.05924412706344902,0.1561894203280023,-0.11114290234326563,-0.03139349504219193,-0.008826281213519091,-0.0363065181294375
True,0.063809524,0.06,0.69,True,False,False,True,False,True,False,False,True,False,False,0.24457791345878074,0.09508612541920003,-0.07092608333446707,-0.005565530716737932,0.09123566154653556,-0.09647723866621749,0.023614100680383956,-0.07335476491089565,0.007008007332309488,-0.04115112765473611,-0.03347184744016252
True,0.333333333,0.33,0.5,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.333333333,0.33,0.5,False,False,True,False,False,True,False,False,False,False,False,-0.019402189125155265,0.10091028813887848,-0.058462651544847186,0.027752724351634783,0.0005787401676949546,-0.032470335373520856,0.0547259675254117,-0.047563353517920896,-0.000218687113194364,-0.0036777523323008486,-0.007347299469573437
True,0.333333333,-0.33,0.75,False,False,False,False,False,True,False,False,False,False,False,-0.03272961140705689,0.10397155226641888,-0.02205615519467142,0.04349682205544326,-0.00916398405927403,-0.005535010737916381,0.0521558109266493,-0.04133675085906194,-0.005947971198718369,-0.004015298414579907,-0.0046766668945154855
True,0.41666666700000005,0.42,0.5,False,False,False,True,False,True,False,False,False,False,False,0.1308448881707942,-0.004023610807539477,-0.10076938867643748,0.08335293372080838,-0.06881458401260986,-0.0328496595085408,0.013125331361323177,-0.055985597086904426,-0.04939985915496958,-0.03174954931513272,-0.014084093976730688
True,0.072916667,0.07,0.5,False,True,True,False,False,True,True,False,False,False,True,0.05230930745990858,-0.07488277837249149,-0.03700966578911531,-0.07705640688119306,-0.02894587546465218,-0.04694534422309664,0.1534068881908518,-0.12657050482259763,-0.0005968846968944222,0.029793565343758408,-0.03565159978814326
