sentiment_polarity,sentiment_subjectivity,absPolarity,L,pregnant,day,caus,im,still,didnt,sinc,pregnantim,getpregnant,thinkim,monthpregnant,feellike,0,1,2,3,4,5
0.13,0.32,0.13,True,True,True,False,False,False,False,False,False,False,False,False,False,1.1107806514322687,0.4072739007252066,0.7956830436437345,0.22446705678195905,-0.32901831181029517,-0.2477525113948787
-0.23,0.75,0.23,True,True,False,False,False,False,False,False,False,True,False,False,False,1.258620527208078,0.7356495212029144,0.4086556919130268,1.0543494039862369,-0.1817124849628197,0.24519030513922602
-0.12,0.46,0.12,True,True,True,False,False,False,False,False,False,False,False,False,True,1.134774150968287,0.42113953173016594,0.7206591258468777,0.3061030877989601,-0.5309369638586987,-0.12156104167083037
0.18,0.6,0.18,True,True,False,False,True,False,False,False,True,True,False,False,False,2.1336418803691917,-0.080322993734847,-0.2501078252098087,0.8478872078430685,0.17043651443696056,0.14063813171862588
0.12,0.54,0.12,True,True,False,False,False,False,False,False,False,False,False,False,False,1.1638823147875885,0.48216839647083737,0.7488516591852141,0.17376710763251335,-0.2894051027951232,-0.1024084611618149
0.33,0.5,0.33,True,True,False,False,False,False,False,False,False,False,False,False,False,1.2150814204022096,0.5514590085176297,0.7900100342753977,0.0972515043585304,-0.057144607995506046,-0.1671226376179605
0.17,0.25,0.17,True,True,False,False,False,False,False,False,False,False,False,False,False,1.0917252838180052,0.4039666089673393,0.7363204726907209,0.19543538330506663,-0.2541023220310648,-0.30907308745104217
0.27,0.35,0.27,True,True,False,False,False,False,False,False,False,False,False,False,True,1.1702952223844356,0.4925035355759254,0.709714057090833,0.19471941638965184,-0.18137597093744826,-0.2991264698592148
1.0,0.5,1.0,True,True,False,False,True,False,False,False,True,False,False,False,False,2.287813161608563,-0.015876110599235837,0.24083734920871258,-0.3261703855384711,0.8159750485753393,-0.1648125818516153
0.06,0.63,0.06,True,True,False,False,True,False,False,False,True,True,False,True,False,2.1311254056639957,-0.0488832987978991,-0.23986995432951072,0.8828194777613702,-0.20525157135984826,0.570218615747496
0.42,0.5,0.42,True,True,False,False,False,False,False,False,False,False,False,False,False,1.2421792466845887,0.5869430731939266,0.8090142084898961,0.0620212320686807,0.04361785216611356,-0.1831675841521571
0.29,0.75,0.29,True,True,False,False,False,False,False,False,False,False,False,False,False,1.2782201652477947,0.6200979310094833,0.8014680976056331,0.07735711938943797,-0.08410347209687993,0.010483248957780515
0.2,0.5,0.2,True,True,False,False,False,False,False,True,False,False,False,False,False,1.195514338195096,0.49929958040723343,0.7911925615168943,0.1798619741562321,-0.1241901184860338,-0.21191503852798707
0.33,0.5,0.33,True,True,False,False,False,False,False,False,False,False,False,False,False,1.2150814204022096,0.5514590085176297,0.7900100342753977,0.0972515043585304,-0.057144607995506046,-0.1671226376179605
0.27,0.45,0.27,True,True,False,False,False,False,False,False,False,False,False,False,False,1.1819797582419618,0.5109210418193904,0.7733597122028405,0.12784880930467973,-0.12788447174178838,-0.19052096644060454
0.27,0.35,0.27,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0229103478466155,-0.35433707260465525,0.07474976279132765,-0.019082362262052708,-0.012015132540072313,-0.1369551172772349
0.33,0.5,0.33,True,True,False,False,False,False,False,False,False,False,False,False,False,1.2150814204022096,0.5514590085176297,0.7900100342753977,0.0972515043585304,-0.057144607995506046,-0.1671226376179605
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.29,0.35,0.29,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0289320870204772,-0.34645172489881165,0.07897291261677186,-0.026911311659797033,0.010376525273620877,-0.14052066095150073
0.42,0.5,0.42,True,True,False,False,True,False,False,False,True,False,False,False,False,2.1131827255665656,-0.244551194068703,0.11836600427083285,-0.09913085300388419,0.16661697197823463,-0.06141181529790375
0.33,0.5,0.33,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6582810584182828,-0.00551751539767287,0.8834449403773036,0.1519120659508378,0.37167978141262786,0.2351716838877175
0.17,0.75,0.17,True,True,False,False,True,False,False,False,True,False,False,False,False,2.1130932090866,-0.25870842248820836,0.08548099443390489,-0.03682126929666072,-0.09545429916691822,0.15363227985762928
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.12,0.35,0.12,True,True,False,False,True,False,False,False,True,False,False,False,False,1.9777473040426508,-0.413477180398483,0.04307613910049674,0.03963475822103016,-0.17995256614277186,-0.11021353972024048
0.27,0.35,0.27,True,True,False,False,True,False,False,False,True,False,True,False,False,2.059052958338907,-0.39650208715286034,0.02409691326233001,0.019087314908558493,0.03710907860531477,-0.4160284989604849
0.01,0.59,0.01,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0168026728519863,-0.37581335959322426,0.038957003522432886,0.04856378749462623,-0.2859952106531124,0.07305275774634279
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.5,0.5,0.5,True,False,False,False,True,False,False,False,False,False,False,False,False,1.1481982180284422,-0.3678152879920519,0.5965419219552051,0.011885381662297337,0.660081330119073,0.3241977039384192
0.81,0.5,0.81,True,True,False,False,True,False,False,False,True,False,False,False,False,2.2306066394568735,-0.09078691380475083,0.20071742586699323,-0.2517953662598995,0.6032542993452532,-0.13093991694608906
0.02,0.45,0.02,True,True,False,False,True,False,False,False,True,False,False,False,False,1.977711497450664,-0.419140071766285,0.029922135165725706,0.06455859170391952,-0.28478107460083285,-0.02419590165802723
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
-0.46,0.79,0.46,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0840744705589715,-0.30262712655211166,0.041131006082800216,0.016398308681139343,-0.3595707386992039,0.39508170830551276
0.0,0.71,0.0,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0498792703978435,-0.33923941685244635,0.04639952284065001,0.03541316598649945,-0.2886353028274729,0.1566634332125361
