sentiment_polarity,sentiment_subjectivity,absPolarity,L,so,we,last,for,drunk,i,when,am,fuck,up,this,as,im,at,my,night,got,still,was,think,out,getdrunk,imdrunk,stilldrunk,gotdrunk,yourdrunk,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.13,1.0,0.133333333,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2.017532792677122,0.878851178516094,0.02083686627623925,0.05130571754020588,-0.14299943802777262,0.25136725801599363,0.5461418777698647,-0.10824975949519312,0.11813030382634639,-0.5078074703964809,-0.10095925375719932,-0.3064848880277986,0.006113998046534304,0.10810863163919941,-0.3431855904124411
-0.25,0.53,0.25,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,1.752229253722695,0.7502126161804537,0.069647089532881,0.6165246960071876,-0.8144547953718511,0.9237166906137938,-0.9796118459406407,0.5021717341032647,0.11933378074511727,0.556791671745379,-0.1796438456444537,-0.19364729544289022,0.22891425057186884,0.02149194280688003,0.22505889890806835
-0.25,0.5,0.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2761096094989253,-0.1737635044594347,0.13736928404152438,0.3336636765559288,-0.534631172775544,-0.3022361470218639,0.020332556396985047,-0.06589944299346367,0.09847224905137221,-0.16652544281660325,-0.056831449320506336,0.03952881762815606,0.18969217742620278,0.15607278660705787,-0.06814348856040472
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6231438465262351,-0.3704663404339037,-0.016835117556263476,0.24746668374574438,-0.6033055162698321,-0.3610812889585368,-0.01998165610270425,-0.17607129560677007,0.10446095040449874,-0.2364510779857017,-0.18048654161199373,-0.06031480280573257,0.11004725960031922,0.04229084307375137,0.012754310520682556
0.25,0.54,0.25,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.7413398027444085,0.3806081280180034,0.06618273700493268,1.0130864101657902,0.529555150939964,0.4604085777638047,0.4690501710921655,-0.1368324373437483,0.06166881035539168,-0.20347296782683144,0.16795993236606713,-0.22298635546280007,0.2270936138176141,0.13292601342983737,-0.3055948207303268
-0.65,0.95,0.65,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2.245493464870434,-0.17133874503661053,1.0809641280596116,-0.3671025020023946,0.2901609447253482,-0.14974342541943697,-0.19508395691501723,-0.350495810072822,0.7344072695986616,0.31657979856649565,-0.14649563555002476,-0.5230178307659293,-0.03964425296378873,-0.0669693855179894,0.3058184494902913
-0.25,1.0,0.25,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8204253348814983,0.29583532941412555,0.0164591396209176,0.25734062001794533,-0.13485452986257915,-0.10662779222056332,-0.32489502990611235,-0.49766305331861804,0.23906977790948128,-0.16126053019409006,-0.017854113184846632,-0.08631161025392167,0.3370107115018539,0.1457387223851094,-0.12423413488027503
-0.5,1.0,0.5,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2.244089021092652,-0.1030102631420126,1.1110503651350299,-0.42537592994046375,0.3560138404859327,-0.07673222229672579,-0.2064783381911004,-0.37898276429631844,0.6891218338825789,0.30622923324479406,-0.03456408483711339,-0.4738288528097208,0.028639183869523514,0.03340471759654107,0.27458520767451916
-0.14,0.54,0.135185185,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2826852349753122,-0.15421238996645517,0.16260431450253957,0.31852170281143205,-0.5586022501517915,-0.3064108778048571,0.006023301403003287,0.02364149174498491,0.07758760066907272,-0.08717742905793559,-0.02161071059897682,0.16060309674063447,0.15403362971698087,0.21186588213185006,-0.12426662795903985
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.794609322352807,0.08447991092214084,-0.08695533016364729,0.013612756356004008,-0.6656970706070171,-0.6048907489563156,0.19823088977487816,0.24632268014844597,0.04144009827663729,-0.334878616230208,-0.34673284030422014,-0.03398673058591382,-0.20650899838445877,0.07480140845823534,-0.06850986992199126
-0.25,1.0,0.25,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2.021016099976196,0.7952748214512603,-0.0595988523106692,-0.09233398365428608,-0.1318869177544016,-0.3558701564950751,0.19930821792032846,-0.12496304800555369,-0.07333007508752379,-0.05467850078141343,-0.2076358974913826,0.09842868893188005,0.6545820931866745,-0.05581293527933407,0.22317656291599078
-0.23,0.6,0.233333333,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.695913784115902,0.6926915464331922,0.04370252662971739,0.14087835371030077,0.0014249650568317895,-0.3139580048923,-0.14042591269549387,-0.37696197931651904,-0.012668039216391582,0.032965454408416084,-0.22901010892190338,0.16695264995321557,0.29665794957248054,0.08721147073199094,-0.04685121089791923
-0.56,1.0,0.5625,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.8764543414190002,-0.7577075498516259,1.0811042565689313,-0.23226110710647327,-0.17643445739855423,-0.17731493804235451,-0.14705213105733222,0.019689839716557113,0.011520048331211891,-0.18760420874437062,-0.3662874450615552,-0.09238563944158476,0.03754414100440935,-0.07910740537046786,0.06388877308027224
0.05,0.95,0.05,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1.8553936385049483,0.5125105704479568,0.08318464073711228,0.28452291646313,-0.07865137516630522,0.5270382146093968,0.6777475413533225,-0.5047612122767379,0.02903974658155383,-0.22561949664843015,0.16395209539400776,0.02268482137097902,0.9412748531182882,0.0015565334414082413,0.20958817162446772
-0.2,0.6,0.2,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1.799729086522598,0.5731843668077405,0.0693309171283326,0.6517801834234748,-0.5287500465783429,1.2507927221461226,0.15116980233228286,-0.3514543176211684,0.35136790026199083,0.24048220129668993,-0.5559951519689111,0.15770035195688065,-0.06658029664153474,0.1884699054901879,-0.03665990594755873
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.7192352456679103,-0.28032809796407565,0.012416815485802533,0.3262992262724519,-0.6115634901051714,0.21485377027419222,0.6339881383830045,-0.21990294151656226,0.0971042551167616,-0.5082625725101129,-0.12903026574215895,-0.28779105979462355,0.007241213232898445,-0.07273302544252011,-0.028047960203252762
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.853679690677114,-0.7398799346247682,1.094125294046701,-0.23105980765149142,-0.1670211102484554,-0.16301153053452547,-0.14039903666812487,0.03494467824804335,0.010708756979826248,-0.18388320636488656,-0.3364033820678656,-0.0665791112129418,0.06372294730153764,-0.038109769309925316,0.03978975094952589
-0.4,0.8,0.4,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1.92676360050852,-0.5493785773181121,1.2042374447024038,-0.27840652048850234,-0.05363366996204264,0.3113574139687812,0.9251717005780112,0.05748696319633845,0.5128749020562925,-0.13973210061520497,-0.029265450897406772,-0.4015565270826476,-0.2174022315891569,0.15740630323207802,-0.08304302352702496
-0.45,0.8,0.45,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,2.065599509475196,-0.8108629448198531,1.1987096540136517,0.34546668479832054,0.14530274450081934,-0.3516497456640656,0.3052060967776842,-0.08013847721756943,-1.1678352248532846,0.8979058780030628,0.25587217071060037,0.13370575072376784,0.0015948146238308081,-0.5937294479823848,0.3070696163133158
-0.33,0.64,0.327777778,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.8110559813490528,0.16832178710674256,-0.05428511287501448,0.9211587168956897,0.4725803622216739,-0.20543033628082039,-0.22420242587869443,-0.18778234900786062,0.06827008576582935,0.04491847405969359,-0.06920831058850666,-0.1522151084594493,0.1654469969824188,0.000883061843985754,-0.10491979933413721
-0.5,1.0,0.5,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.216051210734386,0.1331000491906706,-0.14954784594098172,0.8861226947647076,0.5783035746348454,-0.16089040188065631,-0.24992335176397967,-0.25896765073404876,0.11125936628518068,-0.5357526364824232,0.3787904154245558,0.6439942193595061,-0.5660001664384229,0.11910264880909296,0.2944103521522031
-0.75,1.0,0.75,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0916753705688156,0.4426222705846744,-0.14736949601801994,0.0659828852278628,-0.1027128290268502,-0.4357863935366121,-0.20728472170092013,-0.5444876158042542,-0.0038400844440626435,-0.04207548017601792,-0.4840418407445227,-0.04765731118942501,0.09595130258999504,-0.21808662198939943,0.14419599927353116
0.0,0.8,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3358297539616786,-0.17530804538683517,0.12991652772131057,0.28948508770136994,-0.5140863300705243,-0.24371974710910657,0.03962226040427475,-0.03227461549512901,0.0969467543773709,-0.18441906097782673,0.06492857055347012,0.14876641441021474,0.3138010144626973,0.3567396730415787,-0.17806580948201173
0.16,0.82,0.162121212,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6410642448769845,0.4139547189872648,0.1064565430387118,0.2853376457643528,-0.08017928705193791,-0.04000505434348818,-0.29252482176020106,-0.41631258963712603,0.23842172421939184,-0.13123515524480622,0.12014646949208979,0.028902801298130838,0.45237675576317465,0.3171662092791313,-0.23762262577737386
-0.38,0.63,0.375,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.542832280358807,-0.19363648533666186,0.25920430343577683,0.2935466861387244,-0.7851765082126878,-0.39381354430155885,0.023866176375714414,-0.5923827606626718,-0.8624489697154387,0.3067641896619705,0.6500625605272926,0.10400629469279325,-0.6872870761991753,0.40301977571912184,0.2791483878580787
0.11,0.56,0.10571428599999999,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.8415845240509303,1.2000682323590222,0.13642865489367684,0.1652132731803941,-0.1716537401300836,0.4451945356808403,0.3135296198258362,0.33014423056956493,-0.1458763717022687,-0.5861153308094184,0.41763819301917765,-0.3185738411814182,-0.22272270912776868,0.6275230333576785,0.21460853898676094
0.11,0.7,0.112121212,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.6712660546922653,0.5820357337152183,0.11982271051571887,0.34528479870087475,-0.19599834736994562,0.1063677930387268,-0.4234284010724661,0.006256337143187619,0.07647189881438472,-0.23846082723830417,0.3447632622613786,-0.12044321170469803,0.4836645847501553,0.3050330402647819,-0.37671350935117703
-0.15,0.74,0.15333333300000002,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1.7158064717706691,-0.4728994197615517,1.24239914040724,-0.11424028465791995,-0.12828878520258036,0.6003071218588013,0.6319719491020905,0.14600486755001707,-0.002020274405431207,-0.3943054095287337,-0.04558848299641594,-0.09850047876487313,0.060783880018989996,0.09095334125324596,-0.1309088549190038
-0.23,0.62,0.233333333,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.4890274509727965,0.08365423199134499,0.14255093681891595,0.4309251996390605,-0.9598172410483707,-0.030897941242501063,-0.4813827294486766,0.7758455254511041,-0.11574842806442945,0.015398243515097297,0.5216141886567958,-0.2618420437111685,0.17647156626094748,-0.06987361208340472,0.07485675845442205
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.853679690677114,-0.7398799346247682,1.094125294046701,-0.23105980765149142,-0.1670211102484554,-0.16301153053452547,-0.14039903666812487,0.03494467824804335,0.010708756979826248,-0.18388320636488656,-0.3364033820678656,-0.0665791112129418,0.06372294730153764,-0.038109769309925316,0.03978975094952589
-0.3,0.56,0.3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,1.8812195321473881,1.1466774921343095,0.058962070703094525,0.07441014761271407,-0.42324396645425755,-0.06357823873571107,-0.6001551889484819,0.708827585063233,-0.1090509899384103,-0.18845871094018943,0.2831512308309984,-0.6579792154402432,0.19362191321129105,-0.1498440550465324,0.05884572609809135
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1.9980938101790333,-0.9336258453777907,0.9674176931878524,0.3755346580227951,0.4309712364055972,-0.2434016534671491,-0.04058857929420443,0.3300620111663509,-0.1590675827894787,-0.012509836123722608,-0.3498562818160754,-0.09481319987890353,-0.05380345766927832,-0.09066419780050716,0.01464407118646258
-0.25,0.81,0.25,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.5112391991228384,-0.12422150376005017,0.0948623051529195,0.3614632852092844,-0.7377589152817826,-0.2099608556024947,-0.2673522692853272,0.3442503968575002,0.009390186646438916,-0.08541254219974075,0.20564679973532363,-0.19047625272546778,0.22609407245485597,-0.006945353074249561,0.0911972664465418
-0.25,0.53,0.25,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,1.752229253722695,0.7502126161804537,0.069647089532881,0.6165246960071876,-0.8144547953718511,0.9237166906137938,-0.9796118459406407,0.5021717341032647,0.11933378074511727,0.556791671745379,-0.1796438456444537,-0.19364729544289022,0.22891425057186884,0.02149194280688003,0.22505889890806835
-0.55,0.85,0.55,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6331087719250923,-0.3206553019275587,0.03443334874322918,0.33771186871976755,-0.6657973236698059,-0.37204663801934557,-0.07994258000942173,-0.2058643362930077,0.09678165398313307,-0.047905927014798975,-0.07696335100575828,0.04436164584791773,-0.12148228960695921,-0.11147650636423541,-0.016823222706739503
-0.25,0.55,0.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.301531758342054,-0.1861539655158016,0.1272657116716493,0.3255152027018824,-0.5376392665748733,-0.3022566933983588,0.019018524616210057,-0.07068363206314955,0.09875119946881752,-0.17201414614974847,-0.056949891346600764,0.040115941149916574,0.19247117237686603,0.16150309553838366,-0.06995752117543722
0.2,0.83,0.2,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.8773974981074155,0.04261952803186642,1.2157865523796212,-0.19625635142988923,0.3569767522007166,0.16028168513428423,-0.41294923807409517,-0.20549053262338682,0.14556804270451962,-0.0808396540845954,-0.03149731411451266,0.026120541972119472,0.4115104755973991,0.24427161038006137,-0.2165200769436853
0.15,0.85,0.15,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.509929302610001,-0.3804904173416062,-0.006260012608066928,0.8823154204535522,0.08594238650160174,-0.3165327791089533,0.1386598632355679,0.25997878491877097,-0.06925206986121506,-0.022919785581053845,0.06590742723437172,0.13235281798282,0.21618194836309407,0.33159919190625115,-0.22486374797407152
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.767557966028155,-0.5642122511869262,-0.1435427184151113,0.8540611494200303,-0.005313169615779722,-0.4414714118911604,0.07982880127121621,0.11904603731153754,-0.06531538936480621,-0.06507770774453775,-0.19393944136020358,-0.0885488914716943,-0.007479145370496793,-0.010263585416830484,-0.012391369242380747
-0.43,0.9,0.433333333,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2.0780637933060895,0.8162742301358671,-0.022758402462854647,0.06194796012463488,-0.18329533703030856,0.18104073696291229,0.5161612677010872,-0.1734773356555609,0.1214114396058637,-0.5148763859353673,-0.24768717614166194,-0.43451696185311384,-0.12836583265381052,-0.10445402563933093,-0.22071177490468172
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.767557966028155,-0.5642122511869262,-0.1435427184151113,0.8540611494200303,-0.005313169615779722,-0.4414714118911604,0.07982880127121621,0.11904603731153754,-0.06531538936480621,-0.06507770774453775,-0.19393944136020358,-0.0885488914716943,-0.007479145370496793,-0.010263585416830484,-0.012391369242380747
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,1.9980938101790333,-0.9336258453777907,0.9674176931878524,0.3755346580227951,0.4309712364055972,-0.2434016534671491,-0.04058857929420443,0.3300620111663509,-0.1590675827894787,-0.012509836123722608,-0.3498562818160754,-0.09481319987890353,-0.05380345766927832,-0.09066419780050716,0.01464407118646258
-0.5,1.0,0.5,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2.3391978599871126,0.3469635156363415,1.0146534557119322,-0.5029210504881055,0.3318487403456064,-0.19204809792451075,-0.3051473798155538,0.0025970837175531255,-0.1230565061376506,-0.32629550529607504,-0.27973979620539957,-0.08240255697456653,-0.452347719509726,0.4476351778599484,0.3736729351422939
0.12,0.74,0.11666666699999999,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2.04455466670493,0.9976747541306183,-0.08271425052837807,0.291126448260295,0.66020052696515,-0.7269290124624181,0.47807991622036417,0.39924356239085523,0.2900610926685537,0.561636149694323,-0.08675445038529664,-0.055804450402194096,-0.13428203695428095,0.36348778862409936,-0.07325009999674661
-0.63,1.0,0.625,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.104915650091687,-0.007851801706782695,-0.19054374208046493,0.8569131760627554,0.40477770008968017,-0.2756904564809804,-0.26612617313765646,-0.29669596717023683,0.07406924979475168,-0.01252235886925278,-0.21648023100676317,-0.2743623537655876,0.05697218446026379,-0.1609904996775185,0.0004983915579934475
-0.3,0.56,0.3,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.9096245417393265,1.1094407519317941,0.08156892843522331,0.1421990249639556,-0.5242026034188763,-0.166003795893968,-0.6418163958528122,0.8545970585537558,-0.0879848684829925,-0.016516847327853773,0.24220587104414157,-0.5460801823707438,0.02764967909102539,-0.2496563777017379,0.046613797192917035
-0.5,1.0,0.5,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,2.359642084057871,-0.3337961815995196,0.9760541615703108,0.2341708423796773,0.908301240880669,-0.19497028782551984,-0.08028319450670789,-0.02276468907433061,0.5629903619395982,0.491487626577103,-0.08658457410600356,-0.4872358825192332,-0.0899307425844325,-0.013242485369306,0.21943586197334816
-0.07,0.77,0.066666667,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.5764337570417228,-0.5571961446020218,1.2323992592757298,-0.18537793934800845,-0.08660198155680596,-0.061750257782446846,-0.08744024540641619,0.16455367932085482,0.003864987213385623,-0.13261979196863277,-0.12455419064563159,0.1131296227459143,0.23625345980425458,0.22689337025092665,-0.12265110380898041
0.1,0.73,0.1,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,2.1661799429398694,0.040821639069413225,1.1809842033886295,0.5813047562821279,0.9218173506573327,0.7272374459923345,0.2633207887740595,0.06995321292467911,0.23172458529224255,-0.3276545138504479,0.447829221104662,0.4577421335829321,-0.2155510938318547,-0.45249501471059034,-0.21439198208320254
0.0,0.75,0.0,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.9024917231482636,0.06749848525693801,1.259616980076608,-0.32225674548493694,0.40253617422525334,0.0028019233330285544,-0.11917570359287438,-0.16930115281131145,0.7249735552643296,0.3776349766769589,0.1724018798337647,-0.25050770015908475,0.2285704222980985,0.34833046415777724,0.055575454348749616
-0.12,0.5,0.12121212099999999,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.458625050315103,-0.5054946474080566,1.2758510785828217,-0.14244655579338528,-0.07835137398016952,-0.07378521520013605,-0.08601808845112588,0.17738476675739417,0.0030775562554353902,-0.10619167420088774,-0.14930165019706135,0.08802534310703772,0.19904275344054842,0.162757735273364,-0.09244793530402674
-0.17,0.67,0.166666667,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1.8438320195330116,0.36798276996416074,-0.019253327403050927,0.9190159232533293,0.37318706095388443,-0.0033853560645066066,-0.4708853242392372,0.20878575793484144,-0.06512344779608349,0.0714074088227129,0.29396064220712265,-0.3563039416710344,0.33527963136158967,-0.008640301700266789,0.0028206282790476473
-0.28,0.44,0.27777777800000003,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2562964798041312,-0.1673142572698361,0.1433449337649969,0.3429389154890523,-0.5355185090411201,-0.30904391077412097,0.018765291304220763,-0.0673752136358384,0.09848275974596253,-0.16164430843532476,-0.07094926472641448,0.026525120349452914,0.17381581104806587,0.1299704147137845,-0.05437529398768082
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.853679690677114,-0.7398799346247682,1.094125294046701,-0.23105980765149142,-0.1670211102484554,-0.16301153053452547,-0.14039903666812487,0.03494467824804335,0.010708756979826248,-0.18388320636488656,-0.3364033820678656,-0.0665791112129418,0.06372294730153764,-0.038109769309925316,0.03978975094952589
-0.33,0.62,0.333333333,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6575832045962862,0.3662326798541753,0.07588490636301641,0.3176672887114368,-0.12454414650101785,-0.12554284973899063,-0.3237791808736512,-0.48164300105823477,0.23803147653294654,-0.12450772135326749,-0.05679937104596808,-0.12518245326616464,0.28098527486656755,0.049804859847272905,-0.07831545754234938
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.767557966028155,-0.5642122511869262,-0.1435427184151113,0.8540611494200303,-0.005313169615779722,-0.4414714118911604,0.07982880127121621,0.11904603731153754,-0.06531538936480621,-0.06507770774453775,-0.19393944136020358,-0.0885488914716943,-0.007479145370496793,-0.010263585416830484,-0.012391369242380747
-0.25,1.0,0.25,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,1.835667011853834,-0.6492738776109235,1.322652673768795,-0.24214935573249263,-0.3997717035699387,-0.15639062841720774,-0.030079936639278312,-0.39817657851208116,-0.7766289846377352,0.3701647153085523,0.3662948577443967,-0.07581225636020321,-0.21559106172804846,-0.08012528549199449,-0.25050448348485915
-0.25,0.5,0.25,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,2.1512920484265248,0.03517177233810415,1.1542013324316287,0.5867582935465572,1.0283010971599487,0.6496812762922294,0.2208606701782903,0.027178359399129094,0.07649337535961151,-0.529217453676513,0.4148752760594455,0.396824861911019,-0.5809643771092874,-0.08550818623609219,0.49215921785263567
-0.45,0.8,0.45,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.7906946117140352,-0.6759551778151712,1.1760687795440081,-0.18268689067597485,-0.20252374465624137,-0.21577902395628804,-0.19775402382143928,0.15121615809691827,-0.013625630496595974,-0.0008638321435858781,-0.3138132498235558,0.04928733994336404,-0.09083477167173752,-0.13193354664585621,0.04500999339630658
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.767557966028155,-0.5642122511869262,-0.1435427184151113,0.8540611494200303,-0.005313169615779722,-0.4414714118911604,0.07982880127121621,0.11904603731153754,-0.06531538936480621,-0.06507770774453775,-0.19393944136020358,-0.0885488914716943,-0.007479145370496793,-0.010263585416830484,-0.012391369242380747
0.09,0.56,0.08611111099999999,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1.8958287096713866,0.2530427709859191,1.332289063711409,-0.03817462645738433,0.3813311025150703,0.772672447037766,0.1840361775521088,-0.15759135838461796,0.4047849006477157,-0.5738368321825301,0.35095640621646146,0.3801465662190661,0.014688031377156407,-0.3969326507074285,-0.09921035522509652
-0.5,1.0,0.5,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,2.26167726950938,0.8856149239959625,-0.09698679087030136,0.18776827656540188,-0.5274514414122901,0.9703570568145126,0.2718492221439913,-0.140576992798717,0.15260423882048144,0.09945878626567935,-0.8844786800157773,-0.09133601994573602,-0.4139373702546602,-0.01302892107856481,-0.08315999838290258
-0.27,0.57,0.275,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.8473045577054703,1.1151830970113168,0.05451188530713196,0.12615751313962786,-0.4652211824730406,-0.09485329871980283,-0.5710351609574158,0.7758597896398729,-0.06564726763303014,-0.1740902721720533,0.258274230136046,-0.6312188748458297,0.20523749852353654,-0.12399502014867832,0.01725442275962242
0.0,0.75,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.4548217246204689,-0.3566634950834909,0.013312499232337793,0.9042280272297027,0.08691411038285753,-0.32408932366523535,0.14074674955897026,0.2676269064928643,-0.07310853580937932,-0.0075569874035177585,0.05159411283135441,0.11994520222249243,0.19349561454121805,0.29875493561967104,-0.20139745663004255
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1.949771089818788,-0.6497416921549403,1.1233772270887665,-0.1522272651247838,-0.17527908408379422,0.41292352869820337,0.5135707578175838,-0.008886967661748964,0.003352061692089161,-0.45569470088929775,-0.28494710619803076,-0.29405536820183276,-0.03908309906588291,-0.15313363782619674,-0.0010125197744093755
-0.5,1.0,0.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.7363843636116156,-0.32851592062209967,0.16864146945072842,0.27273843328539193,-0.9220296125254964,-0.37822399609467094,0.04727366991393909,-0.7224971537686861,-0.6841975472048064,0.39649495528367035,0.5102633664740074,-0.07150164986466154,-0.3993912389735666,-0.1897239127571195,-0.2615606208324977
