sentiment_polarity,sentiment_subjectivity,absPolarity,L,last,drunk,i,am,im,night,got,still,was,getdrunk,imdrunk,stilldrunk,gotdrunk,yourdrunk,0,1,2,3,4,5,6,7
-0.27,0.68,0.273611111,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.9242502824071859,1.174521916072777,0.005425921208243611,-0.13250541246698672,0.00200587945409218,-0.5409377351104898,-0.017159638892594406,0.007639999524875039
-0.5,1.0,0.5,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.176170888704867,1.0364687827221484,-0.109189935918608,-0.1945955406547488,-0.04600637249389844,-0.596237549033816,0.07204193802419663,-0.03779060590141588
-0.5,1.0,0.5,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.176170888704867,1.0364687827221484,-0.109189935918608,-0.1945955406547488,-0.04600637249389844,-0.596237549033816,0.07204193802419663,-0.03779060590141588
0.25,1.0,0.25,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,2.228224696371699,0.7882588781229465,1.1067111392678746,-0.6388429421317833,0.5501963693138896,-0.3054561925851284,-0.26489629839881434,0.03902717406379555
-0.5,1.0,0.5,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.176170888704867,1.0364687827221484,-0.109189935918608,-0.1945955406547488,-0.04600637249389844,-0.596237549033816,0.07204193802419663,-0.03779060590141588
-0.25,0.82,0.25,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.988347475190535,1.1475761110765739,-0.018446107687023802,-0.156393788260969,-0.0001370176080529275,-0.5402725196530996,-0.0093320539925449,-0.0010876968707380361
-0.02,0.68,0.01875,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.8285360352471016,1.2439409736446856,0.05994548243920451,-0.12569465253814396,0.0411361666280023,-0.4893627554415034,-0.08189951334385492,0.030782613325650892
-0.45,0.85,0.45,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.07964285834715,1.085506804374899,-0.06777307930306714,-0.16697491792138916,-0.03238904757632825,-0.5820090178146855,0.04485123143749238,-0.021684330568918244
-0.02,0.69,0.018095238,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.8335747964315576,1.241676688149046,0.05797376548081675,-0.1274261872100106,0.04078368834998709,-0.4895747634369709,-0.08102299954720098,0.03005144397117816
-0.5,1.0,0.5,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.176170888704867,1.0364687827221484,-0.109189935918608,-0.1945955406547488,-0.04600637249389844,-0.596237549033816,0.07204193802419663,-0.03779060590141588
0.07,0.74,0.066666667,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.8535809636715719,1.2360372796530021,0.05253453136421237,-0.13826396739788757,0.04492832692206497,-0.48396887072640177,-0.08217792472767652,0.026447773255492878
-0.5,1.0,0.5,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.176170888704867,1.0364687827221484,-0.109189935918608,-0.1945955406547488,-0.04600637249389844,-0.596237549033816,0.07204193802419663,-0.03779060590141588
-0.2,0.7,0.2,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.907336115268306,1.1895571443130448,0.016847567094510706,-0.1340311319103998,0.01231097732520117,-0.52684281089265,-0.03365015316257646,0.01271181700745384
-0.5,1.0,0.5,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,2.176170888704867,1.0364687827221484,-0.109189935918608,-0.1945955406547488,-0.04600637249389844,-0.596237549033816,0.07204193802419663,-0.03779060590141588
-0.22,0.44,0.225,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.7814553425603192,1.2445441430365414,0.06506523073826975,-0.08915569225609415,0.019052076546769638,-0.5244278465386861,-0.05279630287319482,0.03058648107035815
0.12,0.66,0.117424242,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.4352405400086825,-0.3058885140109583,0.035678621169568964,0.9452438304032248,-0.019349358334613063,-0.2527640145110037,-0.2960755134556151,0.030380109603584865
-0.4,0.7,0.4,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,1.6803980690816553,-0.40993412084685255,0.11936029507753597,0.8898455175197012,-0.36161858747390757,-0.41331808342613785,0.2243980757921392,1.1981992497332512
-0.16,0.42,0.1625,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1.2667201331290772,0.03761886509702711,0.18883074192078897,0.30388667991267865,-0.7229991652974179,0.012278268169018282,-0.38305944398631675,-0.21112193237624705
0.1,0.93,0.1,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,1.9161460967315669,1.0192710020871225,0.0638984351350936,0.0028325342683097787,-0.25428863317220785,0.027418012418387244,-0.3803014348331441,-0.26680072976666
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.884763775611807,-0.7196717783128598,1.093870854142277,-0.2549187047237186,-0.13074712733451213,-0.12734896478678684,-0.030009394425172187,-0.24710343217584527
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1.943769542404877,0.2699536499172569,-0.02050625333328666,0.23223198157817138,-0.19232612695896817,0.026688055396137965,0.5996352493945041,-0.3879627707109206
0.1,0.8,0.1,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,1.888062927395382,0.06787123938957683,1.235585188108898,-0.17127752301157165,0.4054495617361229,0.31695540118436116,0.2449064994178829,-0.2921871062317592
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.884763775611807,-0.7196717783128598,1.093870854142277,-0.2549187047237186,-0.13074712733451213,-0.12734896478678684,-0.030009394425172187,-0.24710343217584527
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2.089841072492541,0.7379297842099801,-0.06004682601664252,-0.043010806616524275,-0.17371750419479565,-0.3263796281097987,0.17823772779219496,-0.3241574730638176
-0.17,0.67,0.166666667,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,1.8095406105666618,0.753808048692195,0.24837587483261767,0.10516951327194121,-0.27369595374916883,-0.2392879387006202,0.7893808804786564,1.1589084444596502
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,2.0319225171204605,-0.9117526688249655,0.9643358100192642,0.42872971637380103,0.3926917032278039,-0.19034191906915157,-0.3402302448995316,-0.0017139054950923163
-0.15,0.55,0.15,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1.5185821952462126,-0.02381476113921492,-0.024193131033754228,0.8134106773699129,0.08421249505326618,-0.5552812482937358,-0.372914295313975,0.31420276918885426
-0.2,0.8,0.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1.7266570037532725,0.39951871678721845,0.08512064356647762,0.27526983571321884,-0.13790654375425548,0.09342005200836773,0.5035185162633065,-0.3451495526497371
-0.18,0.77,0.182142857,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1.7039992476426056,0.4117887931702216,0.0953372615626348,0.2809909958560452,-0.13375101118230914,0.09813504374161582,0.4957800039272806,-0.3411373530985322
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2.089841072492541,0.7379297842099801,-0.06004682601664252,-0.043010806616524275,-0.17371750419479565,-0.3263796281097987,0.17823772779219496,-0.3241574730638176
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1.943769542404877,0.2699536499172569,-0.02050625333328666,0.23223198157817138,-0.19232612695896817,0.026688055396137965,0.5996352493945041,-0.3879627707109206
-0.6,0.83,0.6,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,2.1200723087961553,0.16430092891899495,-0.1851482631735844,1.0538272710375494,-0.041180291002528124,0.9150539811023314,0.19936867124785362,0.1452266395675815
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,2.0319225171204605,-0.9117526688249655,0.9643358100192642,0.42872971637380103,0.3926917032278039,-0.19034191906915157,-0.3402302448995316,-0.0017139054950923163
-0.19,0.62,0.18888888899999998,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,1.8638488983835073,0.05748814519260526,1.2309777888881757,-0.14096103005256555,0.37885187997382397,0.2790566362085827,0.2771853088754216,-0.2932715370834724
-0.5,1.0,0.5,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.7976151828281655,-0.5244801428950308,-0.14250438076044813,0.876810379930429,-0.11543331138430087,-0.36904659673001555,-0.1338357077724995,-0.03877279621491449
-0.31,0.65,0.3125,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.6322557600097813,-0.58541471227966,1.2060868091955734,-0.188599401478473,-0.08771879118811739,-0.0793457755432401,-0.1119589350161119,-0.2029599772356096
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2.089841072492541,0.7379297842099801,-0.06004682601664252,-0.043010806616524275,-0.17371750419479565,-0.3263796281097987,0.17823772779219496,-0.3241574730638176
-0.08,0.82,0.075,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,1.916856265781937,0.31035762165550884,-0.07024781585619422,1.0695814370224326,0.0403093295946462,1.0221726081337574,0.06438465917500706,0.1938375092031154
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,1.9606027225807308,-0.7032017995701835,1.27290181674918,-0.29712481260116563,-0.4041670532592591,-0.20007751392117093,0.3826058023128753,0.957656063107325
-0.13,1.0,0.133333333,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.7452526013169674,-0.6183472132549875,1.1734448430925084,-0.24517837665076114,-0.07343401499682672,-0.05189052874277432,-0.12452167316944983,-0.21345935604991942
0.11,0.53,0.11333333300000001,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1.515072733630046,0.5182697103206183,0.18354266808677247,0.32363832815493293,-0.09192652656034553,0.1455531612264876,0.4257693652048051,-0.3089159630426436
-0.1,0.7,0.1,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,2.0185114884087025,-0.12880524579119038,1.104438291227551,0.531025729502227,0.9130964180265326,0.23226335476725543,-0.04832756840034262,-0.04586699427953864
0.02,0.68,0.02,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,1.6757168859167102,0.7814205332992827,0.10375816357870851,0.14928215879462708,0.026394286046728187,-0.13152630421557648,0.33434025847424786,-0.0317430307353814
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2.089841072492541,0.7379297842099801,-0.06004682601664252,-0.043010806616524275,-0.17371750419479565,-0.3263796281097987,0.17823772779219496,-0.3241574730638176
-0.28,0.52,0.28,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1.4649046604461426,0.3090022466842199,0.09298516878355009,0.00790211236825341,-0.5673632694510321,-0.6013087233414972,-0.34741584338191267,-0.1633299825114102
0.17,1.0,0.175,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.7012275737903753,-0.5817716769020402,1.2020657540917516,-0.2482148418896064,-0.046272936831721734,-0.018801078699723688,-0.15920893892458804,-0.2057237710105725
0.0,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.1780946459594224,-0.34690803539002435,1.405986389730914,-0.06634525043662982,-0.014062711230744557,0.0016226397598393804,-0.2540396700143382,-0.12448670308930018
-0.5,1.0,0.5,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.7976151828281655,-0.5244801428950308,-0.14250438076044813,0.876810379930429,-0.11543331138430087,-0.36904659673001555,-0.1338357077724995,-0.03877279621491449
-0.25,0.5,0.25,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.444280618001973,-0.338098271433613,0.01355338703387007,0.971097107073973,-0.057091103332417285,-0.30456079445670226,-0.24585084556708248,0.022535568328358135
-0.5,1.0,0.5,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.7976151828281655,-0.5244801428950308,-0.14250438076044813,0.876810379930429,-0.11543331138430087,-0.36904659673001555,-0.1338357077724995,-0.03877279621491449
-0.65,0.95,0.65,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,2.2090497938455416,-0.1468164673662564,1.0641363981665757,-0.2110777771320282,0.29443574597236094,0.1760208470442918,0.42693604174970784,-0.36077668175016125
-0.25,0.75,0.25,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,1.8658120946287389,0.8655034188690602,0.04498442649428968,0.007459534003766585,-0.12511971267887925,-0.26855067965882684,0.09016098513655052,-0.28207212063975967
-0.5,1.0,0.5,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,2.178076876697174,-0.11731887601267799,1.0863339374464263,-0.21584868197845647,0.31579888765313685,0.2053927330570019,0.3932407122674723,-0.3509038799910985
-0.45,0.7,0.45,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.4763450587843594,-0.24807628864877126,0.059063429148136476,0.24707241348022094,-0.6194081671074665,-0.287830998935115,0.13483139903179236,-0.2565222402916413
-0.23,0.6,0.233333333,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,1.4643858593084815,-0.21727748422255797,0.21262430961424023,0.1547602081850998,-0.8337036037360501,-0.3122272467989888,0.38357467072198026,1.1719099361015903
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,2.0319225171204605,-0.9117526688249655,0.9643358100192642,0.42872971637380103,0.3926917032278039,-0.19034191906915157,-0.3402302448995316,-0.0017139054950923163
-0.5,1.0,0.5,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1.7262953882884338,-0.3159292736402486,0.16606162596946653,0.15095585095546218,-0.9122920678713642,-0.37878219158203474,0.5890003394399073,0.9205971723875028
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.884763775611807,-0.7196717783128598,1.093870854142277,-0.2549187047237186,-0.13074712733451213,-0.12734896478678684,-0.030009394425172187,-0.24710343217584527
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2.089841072492541,0.7379297842099801,-0.06004682601664252,-0.043010806616524275,-0.17371750419479565,-0.3263796281097987,0.17823772779219496,-0.3241574730638176
-0.25,0.52,0.25,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,1.8404979049015515,1.1867366172138691,0.1033935060993155,0.07192928229010888,-0.4407418036257396,0.21677132132556143,-0.7715039676986605,-0.2582566534036707
-0.5,1.0,0.5,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,2.090928283913532,0.07787275940515095,-0.1500412974562989,0.9158804026756908,0.3311127036033479,-0.03630489888622681,0.28941439892014487,-0.1425732440301676
-0.5,1.0,0.5,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.884763775611807,-0.7196717783128598,1.093870854142277,-0.2549187047237186,-0.13074712733451213,-0.12734896478678684,-0.030009394425172187,-0.24710343217584527
