@relation whatever-weka.filters.supervised.instance.Resample-B0.0-S1-Z20.0

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute L {True,False}

@data
-1.199266,-0.178081,-0.281453,-0.967895,0.700434,-0.411075,-0.452428,-0.36406,0.231313,-0.826444,-0.230998,-0.593128,-0.48166,-1.236829,-0.069374,0.785818,0.130604,0.486901,-0.281409,-0.397421,-0.568216,0.194669,-0.057609,0.305445,-0.734641,-0.321056,-0.668367,-0.242529,-0.407872,0.977305,0.552195,-0.330942,0.35037,0.150934,0.222808,0.113721,-0.342602,-0.3646,-0.636203,-0.179333,0.057591,0.189157,-0.105728,0.263368,0.067796,-0.289077,-0.446756,0.315087,-0.639415,0.045088,0.240837,0.227306,0.455276,0.310048,0.163805,True
-0.971715,0.881588,-0.532294,-0.028166,-0.043986,0.126743,0.215964,-0.225253,-0.106615,0.53369,-0.565393,-0.767147,-0.03264,-0.102041,0.019407,-0.507966,-0.021101,-0.158781,-0.036722,0.047439,-0.249902,0.333598,-0.467913,0.126697,0.012327,-0.127765,0.242258,-0.034079,-0.207491,0.04143,-0.072623,-0.132706,0.15511,-0.150197,0.006109,0.086853,0.187051,0.605353,-0.006363,0.226368,0.4936,-0.358422,0.075306,0.031096,-0.195578,-0.222795,-0.274776,-0.030939,-0.008717,-0.074845,-0.125687,-0.197231,0.18433,-0.317377,-0.247216,True
0.041557,0.188859,0.850728,0.182189,-0.468412,-0.182096,0.528163,-0.427983,-0.334732,0.421219,0.264289,0.562744,0.207159,0.112051,-0.274165,0.144198,0.222452,0.149933,0.486601,-0.386789,-0.082432,0.10757,-0.220288,0.084654,0.267107,-0.038963,-0.504244,-0.167377,-0.131372,0.03028,-0.199333,0.749113,-0.096725,-0.21814,-0.107452,-0.101419,0.014759,0.028529,-0.143728,-0.197106,-0.034253,-0.114162,0.09573,0.017174,-0.059026,0.078306,0.137068,0.113658,0.056235,0.014488,0.111606,-0.122158,0.122145,0.029217,0.15514,True
-0.79149,0.992823,-0.362222,-0.163687,0.121687,-0.040859,0.006713,-0.649739,-0.245758,0.265798,0.452769,0.297197,-0.29339,0.600019,0.043126,0.654856,0.186591,0.170345,-0.099169,0.359991,0.250923,-0.310375,-0.104238,0.334125,0.018328,0.01011,0.186689,-0.010629,0.001707,0.102119,-0.113564,-0.02799,-0.16516,0.015322,0.398491,-0.134429,-0.162655,-0.074391,-0.23274,0.037467,-0.124747,0.345123,-0.548595,0.129428,-0.112674,0.114433,-0.33454,0.199096,-0.046199,0.37486,-0.07294,0.090967,0.104975,-0.069931,-0.058555,True
0.565147,0.113019,-0.123574,0.888082,0.228019,-0.27998,0.223848,0.693097,0.097505,-0.286677,0.188124,-0.105957,-0.068344,0.219963,-0.08713,0.017411,-0.01292,0.274176,-0.143118,0.12357,0.074027,0.036175,-0.045351,0.052912,-0.105856,0.127295,0.056267,0.04559,0.113736,0.024948,-0.115414,0.07256,0.023325,-0.094676,0.058853,0.046781,0.020469,-0.023407,-0.001903,0.081221,0.003519,-0.023752,-0.005068,-0.003178,-0.085364,0.039628,-0.06492,0.071907,-0.054841,-0.032384,-0.099828,0.01718,0.040628,0.0453,-0.04763,True
0.136564,0.05887,-0.844231,0.11955,-0.504127,0.311147,-0.382631,-0.199079,0.17254,-0.047125,0.030877,0.302919,0.02871,0.054564,-0.109769,-0.021874,-0.197096,-0.014271,0.08238,0.195328,-0.111408,-0.003864,0.049623,0.032759,-0.176473,0.042224,0.070336,0.138712,-0.018228,-0.055649,-0.141221,-0.141683,0.071027,-0.082777,0.153847,0.170651,0.003687,0.09873,0.100178,0.060594,0.067143,-0.107763,0.139792,-0.078051,0.297394,0.279182,-0.188566,0.205823,0.335506,-0.104344,0.121002,-0.13818,0.036734,0.095411,0.146268,True
-1.244402,0.677798,-0.11043,-0.335076,0.33312,0.52544,-0.336353,0.04965,-0.508512,-0.132013,0.858146,-0.653699,-0.049523,-0.081628,-0.215928,0.9552,-0.160122,0.115194,0.432008,0.15071,-0.590265,-0.424429,-0.004412,0.291918,0.374705,0.738055,0.158554,-0.428632,-0.728292,-0.349321,0.403666,-0.000345,-0.305775,0.209177,0.237418,0.140404,0.184766,-0.17619,0.184693,-0.295098,0.016234,-0.093883,0.342843,0.310594,0.139507,-0.023915,-0.258375,-0.440944,-0.103497,0.091692,-0.664078,0.180692,0.051934,-0.23693,0.058393,True
-0.516861,-0.157586,-0.397723,-0.590103,0.212393,-0.588983,0.771894,0.184587,0.416047,-0.348787,0.404942,0.435479,0.670609,-0.322954,-0.505695,-0.060528,-0.046742,0.248199,-0.300577,-0.340814,-0.005857,0.737531,0.427637,-0.558881,-0.408572,-0.241719,0.259858,-0.155943,-0.147983,0.111588,-0.182632,0.049476,0.143939,-0.408861,0.306569,-0.160783,-0.32308,-0.174109,-0.172983,0.063641,-0.075058,-0.095744,0.198827,0.203011,0.049429,0.0309,-0.016012,0.244029,-0.583671,-0.072386,-0.009109,-0.148554,-0.256742,0.252086,0.294858,True
-1.601189,-0.461061,-0.487435,0.694846,-0.299272,-0.598776,-0.089462,-0.70934,-0.94348,0.387062,0.571173,-0.145159,-0.151446,0.309955,0.306324,-0.044699,-0.369814,0.193033,-0.169072,-0.085898,-0.543614,0.072023,-0.596258,0.377684,0.109531,0.042938,0.081768,0.34236,-0.302095,0.035552,-0.080631,0.694786,-0.052058,-0.045699,-0.106812,-0.157388,0.036389,0.033412,0.113748,-0.194998,-0.131465,-0.154932,-0.09718,0.240015,-0.083855,0.10972,0.001225,-0.13726,-0.07676,-0.004657,-0.040607,0.108589,-0.061974,0.226412,0.198028,True
-0.63264,1.042432,-0.389764,0.030038,0.086904,-0.087243,0.189416,-0.596735,-0.31027,0.277632,0.58987,0.078714,-0.219393,0.415277,-0.034854,0.302387,-0.329544,0.212023,0.016428,0.00608,-0.09001,-0.404962,-0.014068,0.226494,0.083002,0.003174,0.006127,0.090065,-0.085282,0.167836,0.104261,-0.143356,-0.026967,-0.1632,-0.079488,-0.130685,-0.103197,-0.044025,0.080186,0.240978,-0.365407,0.422098,0.051158,-0.289234,0.399686,0.026514,0.478494,0.073017,0.155255,0.126088,-0.15933,0.056862,-0.125263,-0.170247,-0.178995,True
