@relation whatever
@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@attribute L {True, False}
@data
-0.9604598446620836,0.41457836208976845,0.0637869263126664,0.50054757210605,0.817710346261181,-0.28530591507083775,-0.3302527145406797,-0.006771539436976149,-0.03933797037859118,-0.0834928484700199,-0.11643634444068035,-0.10194179126934104,0.0008909156050791191,0.028709367733316813,-0.0021976746069234878,-0.10366889147478418,0.0402422874276981,False
-0.3371602897997089,0.6095861703115241,0.1655463359471312,0.424301890226906,-0.15155281364313586,-0.29460458972487963,-0.3035835723980159,-0.15471127999013232,-0.1317124410357426,-0.04833911734757697,-0.057784501483819604,0.14552357497530335,0.002985615171291337,-0.21358259364129398,0.24980179035738728,-0.3850283112112216,0.0065469779825630845,True
-0.2131447424235129,-0.29628907835399604,0.3978063069114215,0.689576741541668,-0.2669650341405668,-0.4004821515217346,-0.28352887486442535,-0.21325611933065255,0.07945929004144228,-0.08105710961606404,-0.20212597158170553,-0.030145904317210825,-0.011063460210192359,-0.03282258375243772,0.008903558743255305,-0.1481075058919581,-0.09045718291358362,True
-0.8264867638234412,-0.637750904016143,-0.6460454297765218,0.7514638204872646,-0.3594740182888854,-0.34541641583241234,-0.265925193199615,-0.24811919040986039,0.13514203795071883,-0.028922911428871895,-0.1660180527446444,-0.07218074734214562,-0.20528354190736964,0.005349761962757803,-0.24709476043411432,0.007958092363477358,-0.2056618942013259,True
-0.9947428670701925,0.47724722906866074,0.1565054021829948,0.31650012258935106,-0.1404475255601348,-0.2713550280134743,-0.13880390742404466,-0.03600346695679419,0.034322836679795785,0.029231826851449164,-0.06134208207044064,0.09580787747133272,-0.09289285898782697,0.05877366992249833,0.17961853970105315,-0.0866294369813546,0.2678201791962054,False
-0.8143356226647895,-0.6108501377389205,-0.5786746658841199,0.7322802152037955,-0.3363772668499331,-0.3571493499935356,-0.1611027568017829,-0.23380793197005398,-0.08819645312035938,-0.05511881266383731,-0.16335028929952541,-0.12246743112108012,-0.2541392746385604,-0.36012114950306334,0.25634442861005485,-0.15791377886832506,-0.11307636047323849,True
-1.005329943300228,0.46498360892252794,0.167481390810289,0.33351781790331414,-0.13518098185576963,-0.26773204908468073,-0.19544428876607392,-0.07557071042210524,-0.010293568545500318,-0.05977288446425287,-0.08663975380139635,-0.00932290655974827,0.0018263988947516004,-0.004384608261596964,0.008945213275174965,-0.05366891007209179,-0.01272247951821027,False
-0.9993783006991401,0.4617567737254636,0.1153715950713007,0.29116592734530317,-0.09190766124307341,-0.21146350943349473,-0.1753112355754836,-0.0775654288561149,-0.12137736242992503,-0.012755080309021005,-0.04548658443133088,0.11905583566133697,-0.0004190743539176701,-0.22587177900908564,0.2202787503480485,-0.3432158225977504,0.04544848211655537,False
-0.9668866667612246,0.421370586172717,0.168591490504158,0.3780252337635958,-0.09384360078203767,-0.26720143337196156,-0.20851943718448043,-0.08141013721433452,-0.12645095640769768,-0.11720819252954699,-0.16761943049764608,0.22403151827809867,0.7448255221792448,-0.11636018397368328,0.09270125143954577,0.3727644116714457,-0.2671385791516878,False
-0.08266325751710989,-0.5385867441819725,-0.5434946772228856,0.9618209980519705,-0.4210720349533286,-0.4604622942582228,-0.46175370438348606,-0.22118195827506892,0.03924400110045501,0.09533572318712266,-0.32674781084699905,0.467372387107465,0.0006723379481939312,-0.05068544719696733,-0.5182504626012352,-0.10179728547487006,0.5444729696156859,True
